,Genome,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,Subpathway7,Subpathway8,MaxCompletion,Mean.Completeness,Lifestyle,taxa_elm
7498,TARA_SAMEA2620882_METAG_EMBNABDH,1,0,1,1,1,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.333333333333333,0.333333333333333,0.5,80.43,incomplete,Gamma-Other
7499,TARA_SAMEA2620882_METAG_FCMLJLGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.82,auxotroph,Archaea-Other
7500,TARA_SAMEA2620882_METAG_FGNIEJOE,0,1,0,0,1,0,0,0,1,0,0.25,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,77.02,incomplete,Actinobacteriota
7501,TARA_SAMEA2620882_METAG_GIADANDN,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,82.25,incomplete,Alpha-Other
7502,TARA_SAMEA2620882_METAG_GJEPBGGD,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,78.9,assimilator,Gamma-Alteromonadaceae
7503,TARA_SAMEA2620882_METAG_GLFOFJAN,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,75.72,incomplete,Chloroflexota
7504,TARA_SAMEA2620882_METAG_IEOGEPFO,1,1,0,1,1,0,0,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0.333333333333333,0,0.5,90.55,incomplete,Bacteroidota
7505,TARA_SAMEA2620882_METAG_IKJBMPLL,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,75.52,incomplete,Gemmatimonadota
7506,TARA_SAMEA2620882_METAG_IPKCKHKP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.16,auxotroph,Chloroflexota
7507,TARA_SAMEA2620882_METAG_JAIBFADI,0,0,1,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0.5,0.333333333333333,0.666666666666667,0.666666666666667,88.2,incomplete,Chloroflexota
7508,TARA_SAMEA2620882_METAG_JCELMPOG,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,90.28,incomplete,Marinisomatota
7509,TARA_SAMEA2620882_METAG_JKHEPANI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.78,auxotroph,Gamma-SAR86
7510,TARA_SAMEA2620882_METAG_KAIFJAMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9,auxotroph,SAR324
7511,TARA_SAMEA2620882_METAG_KEPLEFPO,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,98.04,incomplete,Bacteroidota
7512,TARA_SAMEA2620882_METAG_LAAKGMCA,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,93.6,incomplete,Actinobacteriota
7513,TARA_SAMEA2620882_METAG_NKPLBILF,0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,78.1,incomplete,Gamma-Alteromonadaceae
7514,TARA_SAMEA2620882_METAG_OABCIMNP,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,93.24,assimilator,Gamma-Other
7515,TARA_SAMEA2620882_METAG_OFDHOJOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.04,auxotroph,Alpha-Other
7516,TARA_SAMEA2620882_METAG_OGODEKKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.74,auxotroph,Acidobacteriota
7517,TARA_SAMEA2620882_METAG_PEOIGDBG,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,87.47,assimilator,Alpha-Other
7518,TARA_SAMEA2620882_METAG_PNFNJNEO,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,88.57,assimilator,Alpha-Other
7519,TARA_SAMEA2620890_METAG_BKKFMPPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.38,auxotroph,Chloroflexota
7520,TARA_SAMEA2620890_METAG_EJNPIKPI,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,85.18,incomplete,Archaea-Poseidoniia MGIIb
7521,TARA_SAMEA2620890_METAG_GADMIAIK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.42,auxotroph,Actinobacteriota
7522,TARA_SAMEA2620890_METAG_GNFGDIGF,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,83.72,incomplete,Archaea-Poseidoniia MGIIb
7523,TARA_SAMEA2620890_METAG_JJLGBBMA,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,82.64,incomplete,Archaea-Poseidoniia MGIIb
7524,TARA_SAMEA2620890_METAG_KOELFKAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8,auxotroph,Alpha-Rhodobacter
7525,TARA_SAMEA2620890_METAG_LJFPGIHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.2,auxotroph,Bacteroidota
7526,TARA_SAMEA2620890_METAG_LPCONKED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.65,auxotroph,Actinobacteriota
7527,TARA_SAMEA2620890_METAG_NMFGNBHK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.33,auxotroph,Marinisomatota
7528,TARA_SAMEA2620890_METAG_OIPDMHJN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.75,auxotroph,Gamma-SAR86
7529,TARA_SAMEA2620890_METAG_PEMHIFNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.84,auxotroph,Alpha-Other
7530,TARA_SAMEA2620890_METAG_PFFOFEEC,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,87.8,incomplete,Verrucomicrobiota
7531,TARA_SAMEA2620925_METAG_DOHBNHKO,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,98.58,assimilator,Gamma-Other
7532,TARA_SAMEA2620925_METAG_EBCCMFIL,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,91.33,assimilator,Alpha-Other
7533,TARA_SAMEA2620925_METAG_JPOLFDKL,0,0,1,0,0,1,0,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,96.01,incomplete,Gamma-Other
7534,TARA_SAMEA2620925_METAG_LACPPFDI,1,1,0,1,1,0,0,1,0,0.75,0.5,0.75,0.5,0.5,0.25,0.333333333333333,0,0.75,78.05,incomplete,Alpha-Other
7535,TARA_SAMEA2620925_METAG_LJBBMNFI,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,99.91,assimilator,Alpha-Other
7536,TARA_SAMEA2620925_METAG_MBELEPLF,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,99.1,incomplete,Bacteroidota
7537,TARA_SAMEA2620925_METAG_MOIAHGGC,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,88.28,incomplete,Bacteroidota
7538,TARA_SAMEA2620925_METAG_PJFGBEAD,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,89.6,assimilator,Gamma-Other
7539,TARA_SAMEA2620925_METAG_PKAGHDDF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.32,auxotroph,Gamma-Alteromonadaceae
7540,TARA_SAMEA2620929_METAG_DNNBHKJP,1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,78.18,incomplete,Actinobacteriota
7541,TARA_SAMEA2620929_METAG_IBEGDBHC,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,77.06,incomplete,Archaea-Poseidoniia MGIIb
7542,TARA_SAMEA2620929_METAG_IEHILHML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.38,auxotroph,Bacteroidota
7543,TARA_SAMEA2620929_METAG_IHFJDGHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.12,auxotroph,Bacteroidota
7544,TARA_SAMEA2620929_METAG_IIMOKGAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.41,auxotroph,Marinisomatota
7545,TARA_SAMEA2620929_METAG_ILNHKFBE,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,80.74,incomplete,Archaea-Nitrosopumilaceae
7546,TARA_SAMEA2620929_METAG_KIKDIIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.13,auxotroph,Bacteroidota
7547,TARA_SAMEA2620929_METAG_KKILNGKO,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,87.32,incomplete,Verrucomicrobiota
7548,TARA_SAMEA2620929_METAG_NMAHDDDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,auxotroph,Gamma-SAR86
7549,TARA_SAMEA2620929_METAG_NOFAAEHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.97,auxotroph,Actinobacteriota
7550,TARA_SAMEA2620929_METAG_POMJIOIE,0,0,0,0,0,1,0,0,1,0.25,0.5,0.25,0.25,0.5,0.5,0.333333333333333,0.333333333333333,0.5,87.01,incomplete,Archaea-Nitrosopumilaceae
7551,TARA_SAMEA2620947_METAG_AEFPPACM,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,99.24,assimilator,Gamma-Other
7552,TARA_SAMEA2620947_METAG_CAHAAHFC,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,99.26,incomplete,Bacteroidota
7553,TARA_SAMEA2620947_METAG_CPPLJOHE,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,92.86,assimilator,Alpha-Other
7554,TARA_SAMEA2620947_METAG_DPILNOEO,0,0,1,0,0,1,0,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.333333333333333,0.666666666666667,0.75,92.74,incomplete,Gamma-Other
7555,TARA_SAMEA2620947_METAG_FFJAAIEE,1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,97.62,assimilator,Gamma-Other
7556,TARA_SAMEA2620947_METAG_FLCMPNEC,1,1,0,1,1,1,0,0,0,0.75,0.75,0.75,0.5,0.75,0.5,0.333333333333333,0,0.75,98.3,incomplete,Alpha-Other
7557,TARA_SAMEA2620947_METAG_GFHKLJJK,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,91.3,assimilator,Gamma-Other
7558,TARA_SAMEA2620947_METAG_GJNEMEGN,1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,98.92,assimilator,Alpha-Other
7559,TARA_SAMEA2620947_METAG_GLLMAFGJ,1,1,0,1,1,1,0,0,0,0.75,0.75,0.75,0.5,0.75,0.5,0.333333333333333,0,0.75,93.4,incomplete,Alpha-Other
7560,TARA_SAMEA2620947_METAG_HMFINIAG,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,95.79,assimilator,Gamma-Other
7561,TARA_SAMEA2620947_METAG_KOKJNJMG,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.5,0.75,0.5,0,0,0.75,98.36,incomplete,Bacteroidota
7562,TARA_SAMEA2620947_METAG_KPDOALJI,0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,93.69,incomplete,Alpha-Other
7563,TARA_SAMEA2620947_METAG_LKLMMFAE,1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,96.5,incomplete,Gamma-Other
7564,TARA_SAMEA2620947_METAG_NGIMABDF,1,0,1,1,0,0,0,1,1,0.75,0.75,0.25,0.5,0.25,0.5,0.666666666666667,0.666666666666667,0.75,97.95,incomplete,Alpha-Rhodobacter
7565,TARA_SAMEA2620950_METAG_EPLBFJPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.51,auxotroph,Bacteroidota
7566,TARA_SAMEA2620950_METAG_GLDBGHEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.94,auxotroph,Bacteroidota
7567,TARA_SAMEA2620950_METAG_NIKCBMAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.48,auxotroph,Alpha-Other
7568,TARA_SAMEA2620950_METAG_ONNDABDG,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,89.15,incomplete,Archaea-Nitrosopumilaceae
7569,TARA_SAMEA2620950_METAG_PKIDFLJG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.69,auxotroph,Bacteroidota
7570,TARA_SAMEA2620950_METAG_PLFGMACN,0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,88.18,incomplete,Archaea-Nitrosopumilaceae
7571,TARA_SAMEA2620967_METAG_CHDBHBEG,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,98.76,assimilator,Alpha-Other
7572,TARA_SAMEA2620967_METAG_FCJJDIDE,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.5,0.75,0.5,0,0,0.75,87.87,incomplete,Bacteroidota
7573,TARA_SAMEA2620967_METAG_GMIJNKGA,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.5,0.75,0.5,0,0,0.75,98.36,incomplete,Bacteroidota
7574,TARA_SAMEA2620967_METAG_GMOMFAHB,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,90.88,assimilator,Alpha-Rhodobacter
7575,TARA_SAMEA2620967_METAG_JCJKAEKN,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,83.3,incomplete,Alpha-Rhodobacter
7576,TARA_SAMEA2620967_METAG_KEADIBHP,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,92.26,assimilator,Gamma-Other
7577,TARA_SAMEA2620967_METAG_KLICMFII,1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,88.32,assimilator,Alpha-Rhodobacter
7578,TARA_SAMEA2620967_METAG_KPGBBEFO,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,99.4,assimilator,Alpha-Other
7579,TARA_SAMEA2620967_METAG_LNGNGMIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.39,auxotroph,Bacteroidota
7580,TARA_SAMEA2620967_METAG_MHNHOBDL,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,99.62,incomplete,Bacteroidota
7581,TARA_SAMEA2620967_METAG_NCJGICMF,1,1,0,1,1,1,0,0,0,0.75,0.75,0.75,0.5,0.75,0.5,0.333333333333333,0,0.75,79.37,incomplete,Alpha-Other
7582,TARA_SAMEA2620967_METAG_NFCHAADF,1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,77.84,assimilator,Gamma-Other
7583,TARA_SAMEA2620967_METAG_PFAAIKDN,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,94.04,assimilator,Gamma-Other
7584,TARA_SAMEA2620970_METAG_AFCLEHIJ,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,80.5,incomplete,Bacteroidota
7585,TARA_SAMEA2620970_METAG_AFIGBOPL,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,94.25,incomplete,Bacteroidota
7586,TARA_SAMEA2620970_METAG_BAMIOPMG,0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,89.52,incomplete,Gamma-SAR92
7587,TARA_SAMEA2620970_METAG_BEMBFLFL,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,82.3,incomplete,Bacteria-Other
7588,TARA_SAMEA2620970_METAG_BHGLBEAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.31,auxotroph,Alpha-Other
7589,TARA_SAMEA2620970_METAG_EFKAICOO,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,83.57,incomplete,Bacteroidota
7590,TARA_SAMEA2620970_METAG_GGBEMCNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.48,auxotroph,Marinisomatota
7591,TARA_SAMEA2620970_METAG_GGGAAFKL,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,84.09,incomplete,Alpha-Other
7592,TARA_SAMEA2620970_METAG_HEBCFGMN,0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,95.02,incomplete,Gamma-Other
7593,TARA_SAMEA2620970_METAG_IAKPIJKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.09,auxotroph,Gamma-SAR86
7594,TARA_SAMEA2620970_METAG_MMCNDLAO,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,96.9,incomplete,Alpha-Rhodobacter
7595,TARA_SAMEA2620970_METAG_NEIGMOFD,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,94.48,incomplete,Bacteroidota
7596,TARA_SAMEA2620970_METAG_NLJDDDNJ,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,88.92,incomplete,Bacteroidota
7597,TARA_SAMEA2620970_METAG_OJJJPFLA,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,97.76,assimilator,Alpha-Rhodobacter
7598,TARA_SAMEA2620970_METAG_PLMMBPNK,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,92.22,incomplete,Bacteroidota
7599,TARA_SAMEA2620979_METAG_BJMAMAIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.95,auxotroph,Alpha-Other
7600,TARA_SAMEA2620979_METAG_DOLLACGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.18,auxotroph,Bacteroidota
7601,TARA_SAMEA2620979_METAG_EEMDLGHD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.6,auxotroph,Gamma-SAR86
7602,TARA_SAMEA2620979_METAG_EKHKKFLG,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,82.76,incomplete,Bacteroidota
7603,TARA_SAMEA2620979_METAG_FGEAGNPF,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,92,incomplete,Bacteroidota
7604,TARA_SAMEA2620979_METAG_IHKPHCCC,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,81.04,incomplete,Bacteroidota
7605,TARA_SAMEA2620979_METAG_JAHMFKHJ,1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,82.78,incomplete,Alpha-Rhodobacter-LowGC
7606,TARA_SAMEA2620979_METAG_JIIDHDLK,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,80.65,incomplete,Gamma-Other
7607,TARA_SAMEA2620979_METAG_JLEMHCFN,0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,78.38,incomplete,Alpha-Other
7608,TARA_SAMEA2620979_METAG_KCIPFAMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.84,auxotroph,Gamma-SAR86
7609,TARA_SAMEA2620979_METAG_LLPNLJDO,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,86.11,incomplete,Alpha-Other
7610,TARA_SAMEA2620979_METAG_OEMBALMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.6,auxotroph,Bacteroidota
7611,TARA_SAMEA2620979_METAG_OKCONOOP,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,88.45,incomplete,Bacteria-Other
7612,TARA_SAMEA2620979_METAG_OOHOKJAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.72,auxotroph,Bacteroidota
7613,TARA_SAMEA2620979_METAG_PJHKPALK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.29,auxotroph,Alpha-Other
7614,TARA_SAMEA2620980_METAG_AAAGDLCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,auxotroph,Bacteroidota
7615,TARA_SAMEA2620980_METAG_AKEKGIHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7,auxotroph,Bacteroidota
7616,TARA_SAMEA2620980_METAG_AMMBFDBO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8,auxotroph,Bacteroidota
7617,TARA_SAMEA2620980_METAG_BGKIMLJM,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,81.04,incomplete,Bacteroidota
7618,TARA_SAMEA2620980_METAG_BGNCFMEK,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,83.28,incomplete,Alpha-Other
7619,TARA_SAMEA2620980_METAG_BMINPKLN,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,80.71,incomplete,Bacteroidota
7620,TARA_SAMEA2620980_METAG_CCACEBGA,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,84.06,incomplete,Bacteroidota
7621,TARA_SAMEA2620980_METAG_CDNEAKFH,0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,96.06,incomplete,Actinobacteriota
7622,TARA_SAMEA2620980_METAG_DLEMJNFF,1,0,1,1,0,1,0,1,0,1,0.75,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,1,98,assimilator,Alpha-Rhodobacter
7623,TARA_SAMEA2620980_METAG_DNPBFBJC,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,96.04,incomplete,Bacteroidota
7624,TARA_SAMEA2620980_METAG_EDCALDMI,1,0,1,1,0,0,0,1,0,0.75,0.5,0.25,0.5,0,0.25,0.333333333333333,0.333333333333333,0.75,89.58,incomplete,Alpha-Rhodobacter
7625,TARA_SAMEA2620980_METAG_FGPOLAOK,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,87.37,incomplete,Bacteria-Other
7626,TARA_SAMEA2620980_METAG_FMKAOIGD,1,0,0,1,1,1,0,0,0,0.75,0.75,0.5,0.5,0.5,0.5,0.333333333333333,0,0.75,79.07,incomplete,Bacteria-Other
7627,TARA_SAMEA2620980_METAG_FOBCJBFJ,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,92.46,incomplete,Bacteroidota
7628,TARA_SAMEA2620980_METAG_FPACFOKN,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,92.88,incomplete,Gamma-Other
7629,TARA_SAMEA2620980_METAG_GLHNIPME,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,90.45,incomplete,Bacteroidota
7630,TARA_SAMEA2620980_METAG_GLODDDOJ,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,97.5,incomplete,Verrucomicrobiota
7631,TARA_SAMEA2620980_METAG_GOMIKIEJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.08,auxotroph,Bacteroidota
7632,TARA_SAMEA2620980_METAG_HAKIDAAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.27,auxotroph,Bacteroidota
7633,TARA_SAMEA2620980_METAG_HGEIIKJD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.09,auxotroph,Bacteroidota
7634,TARA_SAMEA2620980_METAG_HLDEJBHE,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.5,0.75,0.5,0,0,0.75,85.04,incomplete,Bacteroidota
7635,TARA_SAMEA2620980_METAG_HMHAAAOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.35,auxotroph,Alpha-Other
7636,TARA_SAMEA2620980_METAG_HNKDLIAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.12,auxotroph,Bacteroidota
7637,TARA_SAMEA2620980_METAG_HNOBGMKE,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,90.95,incomplete,Bacteroidota
7638,TARA_SAMEA2620980_METAG_HOANNCOF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.7,auxotroph,Bacteroidota
7639,TARA_SAMEA2620980_METAG_HPJOENAK,0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,75.95,incomplete,Alpha-Rhodobacter
7640,TARA_SAMEA2620980_METAG_IODFFPCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.58,auxotroph,Marinisomatota
7641,TARA_SAMEA2620980_METAG_JHOFOCNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.41,auxotroph,Gamma-SAR86
7642,TARA_SAMEA2620980_METAG_JLIBOEGG,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,88.99,incomplete,Bacteroidota
7643,TARA_SAMEA2620980_METAG_JMCLKDMH,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,95.1,incomplete,Bacteroidota
