"","Genome","Step1","Step2","Step3","Step4","Step5","Step6","Step7","Step8","Step9","Subpathway1","Subpathway2","Subpathway3","Subpathway4","Subpathway5","Subpathway6","Subpathway7","Subpathway8","MaxCompletion","taxa_elm","Mean Completeness","Lifestyle"
"6123","TARA_SAMEA2619548_METAG_ABDAHGFN",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Alpha-Rhodobacter-LowGC",82.1,"incomplete"
"6124","TARA_SAMEA2619548_METAG_AEEGIEHI",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Bacteroidota",81.1,"incomplete"
"6125","TARA_SAMEA2619548_METAG_AGAMGOMH",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Actinobacteriota",77.12,"incomplete"
"6126","TARA_SAMEA2619548_METAG_AHPEPLII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",78.26,"auxotroph"
"6127","TARA_SAMEA2619548_METAG_AKAHGDMD",1,0,1,1,1,1,0,1,0,1,0.75,0.75,1,0.5,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Other",84.02,"assimilator"
"6128","TARA_SAMEA2619548_METAG_ANCJELAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",89.52,"auxotroph"
"6129","TARA_SAMEA2619548_METAG_APBKHCKI",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Planctomycetota",86.07,"incomplete"
"6130","TARA_SAMEA2619548_METAG_BHMBLJNC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",81.73,"auxotroph"
"6131","TARA_SAMEA2619548_METAG_BILEJEDO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Archaea-Other",82.38,"auxotroph"
"6132","TARA_SAMEA2619548_METAG_CDKHIPDB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAR324",87.01,"auxotroph"
"6133","TARA_SAMEA2619548_METAG_CEFDGKOF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",75.34,"auxotroph"
"6134","TARA_SAMEA2619548_METAG_CIJMLAGG",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",97.43,"incomplete"
"6135","TARA_SAMEA2619548_METAG_COJIOJBJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",91.62,"auxotroph"
"6136","TARA_SAMEA2619548_METAG_DEFOCFDP",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",79.96,"incomplete"
"6137","TARA_SAMEA2619548_METAG_DKDIHKCD",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Cyano-Pro",80.4,"incomplete"
"6138","TARA_SAMEA2619548_METAG_EBJNGIHK",0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.25,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Alpha-Other",96.13,"incomplete"
"6139","TARA_SAMEA2619548_METAG_EIPNKPGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",85.77,"auxotroph"
"6140","TARA_SAMEA2619548_METAG_EKHELPFN",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Archaea-Nitrosopumilaceae",90.84,"incomplete"
"6141","TARA_SAMEA2619548_METAG_ENPHPFHK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",81.88,"auxotroph"
"6142","TARA_SAMEA2619548_METAG_EPBOMHIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Rhodobacter",91.12,"auxotroph"
"6143","TARA_SAMEA2619548_METAG_EPOHAPFP",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",88.02,"incomplete"
"6144","TARA_SAMEA2619548_METAG_FBIELPMF",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",87.85,"incomplete"
"6145","TARA_SAMEA2619548_METAG_FDDAIPCA",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Archaea-Poseidoniia MGIIa",75.5,"incomplete"
"6146","TARA_SAMEA2619548_METAG_GBLMOJEK",0,0,1,0,0,1,0,0,1,0.25,0.5,0.25,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,"Cyano-Pro",78.81,"incomplete"
"6147","TARA_SAMEA2619548_METAG_GDBBJEOF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",85.36,"auxotroph"
"6148","TARA_SAMEA2619548_METAG_GGLCBKJB",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",80.25,"incomplete"
"6149","TARA_SAMEA2619548_METAG_GKKEPGHF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",81.1,"auxotroph"
"6150","TARA_SAMEA2619548_METAG_GKNMECPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",91.48,"auxotroph"
"6151","TARA_SAMEA2619548_METAG_HGLBDHOO",0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0.25,"Gamma-Other",81.67,"incomplete"
"6152","TARA_SAMEA2619548_METAG_HHJEGAGM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",89.72,"auxotroph"
"6153","TARA_SAMEA2619548_METAG_HKLDOIJI",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",92.26,"incomplete"
"6154","TARA_SAMEA2619548_METAG_IAHJKKJF",1,0,0,1,1,0,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,0.333333333333333,0,0.5,"Gamma-Other",84.44,"incomplete"
"6155","TARA_SAMEA2619548_METAG_ICAMOGFN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",83.31,"auxotroph"
"6156","TARA_SAMEA2619548_METAG_IOPMBKBL",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",75.05,"incomplete"
"6157","TARA_SAMEA2619548_METAG_IPOLIDGH",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Actinobacteriota",86.32,"incomplete"
"6158","TARA_SAMEA2619548_METAG_JHDLHBGO",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",87.21,"incomplete"
"6159","TARA_SAMEA2619548_METAG_JJMMKMLB",0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",84.93,"incomplete"
"6160","TARA_SAMEA2619548_METAG_JKDPPLBC",1,0,1,1,1,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.333333333333333,0.333333333333333,0.5,"Planctomycetota",96.55,"incomplete"
"6161","TARA_SAMEA2619548_METAG_JMBKEIOI",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Planctomycetota",94.43,"incomplete"
"6162","TARA_SAMEA2619548_METAG_JNEINPOF",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",75.42,"incomplete"
"6163","TARA_SAMEA2619548_METAG_JPEBKFMM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",79.11,"auxotroph"
"6164","TARA_SAMEA2619548_METAG_KCBPGICI",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",81.16,"incomplete"
"6165","TARA_SAMEA2619548_METAG_LBPBNLMG",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",85.81,"incomplete"
"6166","TARA_SAMEA2619548_METAG_LFDBPFBM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",88.96,"auxotroph"
"6167","TARA_SAMEA2619548_METAG_LHEPMIMC",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Archaea-Poseidoniia MGIIa",75.56,"incomplete"
"6168","TARA_SAMEA2619548_METAG_LJLHFIFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",87.53,"auxotroph"
"6169","TARA_SAMEA2619548_METAG_LOGDBJBF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",77.84,"auxotroph"
"6170","TARA_SAMEA2619548_METAG_MEFBDCCD",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Gamma-Other",88.4,"incomplete"
"6171","TARA_SAMEA2619548_METAG_MIHBNKIL",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Archaea-Poseidoniia MGIIb",87.8,"incomplete"
"6172","TARA_SAMEA2619548_METAG_MIPMNJJH",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",96.68,"incomplete"
"6173","TARA_SAMEA2619548_METAG_MJHDIDLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",83.85,"auxotroph"
"6174","TARA_SAMEA2619548_METAG_NADGNBJK",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",85.28,"incomplete"
"6175","TARA_SAMEA2619548_METAG_NAELEPGM",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Archaea-Poseidoniia MGIIb",81.68,"incomplete"
"6176","TARA_SAMEA2619548_METAG_NFEAINLI",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",81.43,"incomplete"
"6177","TARA_SAMEA2619548_METAG_NLEEGJMK",1,0,0,1,1,1,0,1,0,1,0.75,0.75,0.75,0.5,0.5,0.333333333333333,0,1,"Gamma-Other",85.46,"assimilator"
"6178","TARA_SAMEA2619548_METAG_NMGAELCI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",90.43,"auxotroph"
"6179","TARA_SAMEA2619548_METAG_PAIGEGGM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",80.29,"auxotroph"
"6180","TARA_SAMEA2619548_METAG_PBNJAFDJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",75.63,"auxotroph"
"6181","TARA_SAMEA2619548_METAG_PGNOPNEC",0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333333333,0.333333333333333,"Marinisomatota",83.38,"incomplete"
"6182","TARA_SAMEA2619625_METAG_CNCMHLGC",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Alpha-Other",98.72,"incomplete"
"6183","TARA_SAMEA2619625_METAG_IHHGDKNJ",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Alpha-Other",86.31,"incomplete"
"6184","TARA_SAMEA2619625_METAG_NLFPEOAE",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Alpha-Other",77.96,"incomplete"
"6185","TARA_SAMEA2619667_METAG_AACMAMMH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",80.04,"auxotroph"
"6186","TARA_SAMEA2619667_METAG_AAFDDJJN",1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-Other",96.45,"incomplete"
"6187","TARA_SAMEA2619667_METAG_AILLMMLN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",77.6,"auxotroph"
"6188","TARA_SAMEA2619667_METAG_BEPHNJNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",91.87,"auxotroph"
"6189","TARA_SAMEA2619667_METAG_BJKMIHJM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",77,"auxotroph"
"6190","TARA_SAMEA2619667_METAG_BJNMOFBN",0,1,0,0,1,0,0,0,0,0,0,0.5,0.25,0.5,0.25,0,0,0.5,"Alpha-Other",86.96,"incomplete"
"6191","TARA_SAMEA2619667_METAG_BOPPNKGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",92.34,"auxotroph"
"6192","TARA_SAMEA2619667_METAG_BPBCELAF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",91.25,"auxotroph"
"6193","TARA_SAMEA2619667_METAG_CACCAJGJ",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Gamma-Other",85.85,"incomplete"
"6194","TARA_SAMEA2619667_METAG_CCJFNDGF",1,0,1,1,1,0,0,0,0,0.5,0.5,0.25,0.5,0.25,0.5,0.333333333333333,0.333333333333333,0.5,"Gamma-Other",96.06,"incomplete"
"6195","TARA_SAMEA2619667_METAG_CEIMOBAF",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",85.82,"incomplete"
"6196","TARA_SAMEA2619667_METAG_CGPIMNNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",75.37,"auxotroph"
"6197","TARA_SAMEA2619667_METAG_CHMFIJAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",95.98,"auxotroph"
"6198","TARA_SAMEA2619667_METAG_CMBNKIEI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",82.12,"auxotroph"
"6199","TARA_SAMEA2619667_METAG_CPMOCAPN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",83.24,"auxotroph"
"6200","TARA_SAMEA2619667_METAG_DEIPFFJN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",90.51,"auxotroph"
"6201","TARA_SAMEA2619667_METAG_EBHMIBEG",0,0,1,0,1,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0,0.333333333333333,0.5,"Gamma-Other",86.86,"incomplete"
"6202","TARA_SAMEA2619667_METAG_EPAHHIOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",87.56,"auxotroph"
"6203","TARA_SAMEA2619667_METAG_FDEOHNBF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",75.43,"auxotroph"
"6204","TARA_SAMEA2619667_METAG_FIHLKHPI",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIa",82.15,"incomplete"
"6205","TARA_SAMEA2619667_METAG_FMCFKGMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",87.18,"auxotroph"
"6206","TARA_SAMEA2619667_METAG_FOLFFDGD",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Archaea-Poseidoniia MGIIb",85.8,"incomplete"
"6207","TARA_SAMEA2619667_METAG_GIIOCIGA",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Gamma-Other",80.93,"incomplete"
"6208","TARA_SAMEA2619667_METAG_HHMIEAMK",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Dadabacteria",90.82,"incomplete"
"6209","TARA_SAMEA2619667_METAG_HKFELDGC",1,1,0,1,0,0,0,0,0,0.5,0.5,0.25,0,0.25,0,0.333333333333333,0,0.5,"Actinobacteriota",97.38,"incomplete"
"6210","TARA_SAMEA2619667_METAG_HPEPKBMJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",92.3,"auxotroph"
"6211","TARA_SAMEA2619667_METAG_JOCHIGGH",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Verrucomicrobiota",95.24,"incomplete"
"6212","TARA_SAMEA2619667_METAG_KKMOLIMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",97.28,"auxotroph"
"6213","TARA_SAMEA2619667_METAG_KOHIGACA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",83.22,"auxotroph"
"6214","TARA_SAMEA2619667_METAG_LKEEHNFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",76.81,"auxotroph"
"6215","TARA_SAMEA2619667_METAG_LOEGNDJE",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",94.74,"incomplete"
"6216","TARA_SAMEA2619667_METAG_MDAEJKOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marinisomatota",89.27,"auxotroph"
"6217","TARA_SAMEA2619667_METAG_MENAJEGE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",91.35,"auxotroph"
"6218","TARA_SAMEA2619667_METAG_MPIDEDDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",86.58,"auxotroph"
"6219","TARA_SAMEA2619667_METAG_NGAKALOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",85.76,"auxotroph"
"6220","TARA_SAMEA2619667_METAG_NMCHKPKC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",88.61,"auxotroph"
"6221","TARA_SAMEA2619667_METAG_OAAABDFI",0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Dadabacteria",90.21,"incomplete"
"6222","TARA_SAMEA2619667_METAG_OFHPMPBA",0,0,0,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0,0,0,0.25,"Gamma-Other",82.86,"incomplete"
"6223","TARA_SAMEA2619667_METAG_OGCCKILL",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",81.69,"incomplete"
"6224","TARA_SAMEA2619667_METAG_OGKNGEBE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",92.7,"auxotroph"
"6225","TARA_SAMEA2619667_METAG_OKKFJJFG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",87.97,"auxotroph"
"6226","TARA_SAMEA2619667_METAG_OPCKEJLB",1,0,1,1,1,1,0,0,1,0.75,1,0.5,0.75,0.75,1,0.666666666666667,0.666666666666667,1,"Cyano-Pro",88.28,"assimilator"
"6227","TARA_SAMEA2619667_METAG_PFFEFFKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-Other",84.04,"auxotroph"
"6228","TARA_SAMEA2619667_METAG_PILDBALJ",0,1,0,0,1,0,0,1,0,0.25,0,0.75,0.5,0.5,0.25,0,0,0.75,"Gamma-Other",86.49,"incomplete"
"6229","TARA_SAMEA2619667_METAG_PPNBBICF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",77.4,"auxotroph"
"6230","TARA_SAMEA2619677_METAG_ALENKGGI",1,0,1,1,1,1,0,1,1,1,1,0.75,1,0.75,1,0.666666666666667,0.666666666666667,1,"Gamma-Other",94.82,"assimilator"
"6231","TARA_SAMEA2619677_METAG_APHPNJNA",0,1,0,0,0,0,0,0,1,0,0.25,0.25,0,0.5,0.25,0.333333333333333,0.333333333333333,0.5,"Bacteroidota",92.68,"incomplete"
"6232","TARA_SAMEA2619677_METAG_BDKAPDOD",0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.25,"Bacteroidota",97.97,"incomplete"
"6233","TARA_SAMEA2619677_METAG_BLNIJEEE",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Alpha-Other",94.48,"assimilator"
"6234","TARA_SAMEA2619677_METAG_CAFHCOFC",0,0,0,0,0,1,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,"Alpha-Other",91.5,"incomplete"
"6235","TARA_SAMEA2619677_METAG_CAPHGMGC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",96.58,"auxotroph"
"6236","TARA_SAMEA2619677_METAG_CDODIJIA",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Gamma-Other",99.28,"assimilator"
"6237","TARA_SAMEA2619677_METAG_CHAHPNEN",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Planctomycetota",97.22,"assimilator"
"6238","TARA_SAMEA2619677_METAG_DHGDAHEG",0,1,0,0,0,0,0,1,0,0.25,0,0.5,0.25,0.25,0,0,0,0.5,"Bacteroidota",99.07,"incomplete"
"6239","TARA_SAMEA2619677_METAG_DMIJGCPA",1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,"Alpha-Rhodobacter",96.4,"assimilator"
"6240","TARA_SAMEA2619677_METAG_EHCCPMGB",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",94.65,"assimilator"
"6241","TARA_SAMEA2619677_METAG_FPNMAJMM",1,1,0,1,1,1,0,1,0,1,0.75,1,0.75,0.75,0.5,0.333333333333333,0,1,"Alpha-Other",94.92,"assimilator"
"6242","TARA_SAMEA2619677_METAG_GGKFOMBO",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Bacteroidota",88.21,"incomplete"
"6243","TARA_SAMEA2619677_METAG_GGPMHKAL",0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.75,0.75,0.5,0,0,1,"Gamma-Other",98.52,"assimilator"
"6244","TARA_SAMEA2619677_METAG_HBPDHLHH",1,0,1,1,1,0,0,1,1,0.75,0.75,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,"Gamma-Other",87.6,"incomplete"
"6245","TARA_SAMEA2619677_METAG_ICBIJICE",1,1,0,1,1,0,0,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0.333333333333333,0,0.5,"Planctomycetota",96.28,"incomplete"
"6246","TARA_SAMEA2619677_METAG_JABPAPDP",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",99.4,"assimilator"
"6247","TARA_SAMEA2619677_METAG_LLGAMELE",1,0,1,1,1,0,0,1,0,0.75,0.5,0.5,0.75,0.25,0.5,0.333333333333333,0.333333333333333,0.75,"Gamma-Other",97.15,"incomplete"
"6248","TARA_SAMEA2619677_METAG_LNGKFPOG",1,0,1,1,0,1,0,1,1,1,1,0.5,0.75,0.5,0.75,0.666666666666667,0.666666666666667,1,"Alpha-Rhodobacter",82.43,"assimilator"
"6249","TARA_SAMEA2619677_METAG_MHNFLBBC",0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.75,1,0.75,0.333333333333333,0.333333333333333,1,"Alpha-Other",98.71,"assimilator"
"6250","TARA_SAMEA2619677_METAG_MNMIBJFA",1,1,0,1,1,1,0,0,0,0.75,0.75,0.75,0.5,0.75,0.5,0.333333333333333,0,0.75,"Alpha-Other",80.81,"incomplete"
"6251","TARA_SAMEA2619677_METAG_ODFJCGPO",1,1,0,1,1,1,0,1,1,1,1,1,0.75,1,0.75,0.666666666666667,0.333333333333333,1,"Alpha-Other",99.1,"assimilator"
"6252","TARA_SAMEA2619677_METAG_ODMMDOML",0,0,0,0,0,0,0,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,"Gamma-Other",78.28,"incomplete"
"6253","TARA_SAMEA2619678_METAG_AGIPMOEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actinobacteriota",92.78,"auxotroph"
"6254","TARA_SAMEA2619678_METAG_AKEOPJAM",0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,"Verrucomicrobiota",94.59,"incomplete"
"6255","TARA_SAMEA2619678_METAG_AMMAMHCO",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",87.52,"incomplete"
"6256","TARA_SAMEA2619678_METAG_ANGHACOK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Other",92.46,"auxotroph"
"6257","TARA_SAMEA2619678_METAG_BFHEIMBD",1,0,1,1,0,0,0,0,0,0.5,0.5,0,0.25,0,0.25,0.333333333333333,0.333333333333333,0.5,"Marinisomatota",85.1,"incomplete"
"6258","TARA_SAMEA2619678_METAG_BHBDKHOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chloroflexota",87.42,"auxotroph"
"6259","TARA_SAMEA2619678_METAG_BJMDFJPD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gamma-SAR86",78.53,"auxotroph"
"6260","TARA_SAMEA2619678_METAG_CENNDHAJ",0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0.5,0.25,0,0,0.75,"Gamma-Other",88.57,"incomplete"
"6261","TARA_SAMEA2619678_METAG_CNEAICJP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alpha-Pelagibacter",78.1,"auxotroph"
"6262","TARA_SAMEA2619678_METAG_DAHJDDLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",83.16,"auxotroph"
"6263","TARA_SAMEA2619678_METAG_DBNEMIFH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bacteroidota",79.76,"auxotroph"
"6264","TARA_SAMEA2619678_METAG_DJALJIJF",1,0,0,1,1,0,0,0,0,0.5,0.5,0.25,0.25,0.25,0.25,0.333333333333333,0,0.5,"Gamma-Other",82.47,"incomplete"
