"","Step1:rlp1_align","Step1:K25035","Step2:cupin_align","Step3:met17_align"
"MALA_SAMN05422122_METAG_JKIINEFM",0,0,0,1
"MALA_SAMN05422140_METAG_FLANMBNB",0,0,0,1
"MALA_SAMN05422140_METAG_HGNLJMOA",0,0,0,1
"MALA_SAMN05422104_METAG_FACOFCNN",0,0,0,1
"MALA_SAMN05422104_METAG_FCEGNAFB",0,0,0,1
"MALA_SAMN05422104_METAG_PGJOPCKD",0,0,0,1
"MALA_SAMN05422189_METAG_BDBAKDIJ",0,0,0,1
"MALA_SAMN05422121_METAG_OGAMKLHO",0,0,0,1
"MALA_SAMN05422121_METAG_NCLFHLOL",0,0,0,0
"MALA_SAMN05422121_METAG_HCILPDBN",0,0,0,1
"MALA_SAMN05422121_METAG_JKJNHDBF",0,0,0,0
"MALA_SAMN05422121_METAG_AAKICBFC",0,0,0,1
"MALA_SAMN05422149_METAG_JIADBIOF",0,0,1,0
"MALA_SAMN05422149_METAG_IOGIMBKE",0,0,1,1
"MALA_SAMN05422149_METAG_ADPGENHC",0,0,0,1
"MALA_SAMN05422149_METAG_FNBIFKEB",0,0,1,1
"MALA_SAMN05422149_METAG_DCOOINAI",0,0,0,1
"MALA_SAMN05422149_METAG_DHAAIGFO",0,0,0,0
"MALA_SAMN05422149_METAG_OFIKGJII",0,0,0,0
"MALA_SAMN05422149_METAG_BGKDFOHE",0,0,1,1
"MALA_SAMN05422149_METAG_EKIALOCF",0,0,1,1
"MALA_SAMN05422195_METAG_PMIFNHNL",0,0,0,1
"MALA_SAMN05422195_METAG_JCHLANDP",0,0,1,0
"MALA_SAMN05422195_METAG_MEMLAPEP",0,0,0,1
"MALA_SAMN05422195_METAG_HPJFBGPD",0,0,1,1
"TARA_SAMEA2621222_METAG_DPELMDEO",0,0,0,0
"MALA_SAMN05421706_METAG_PHFPPBLD",0,0,0,1
"MALA_SAMN05421706_METAG_LNMFOBGC",0,0,0,1
"MALA_SAMN05421706_METAG_PDNDAHEE",0,0,0,1
"MALA_SAMN05421706_METAG_PHFBJKBA",0,0,0,1
"MALA_SAMN05421706_METAG_DCDGKLMK",0,0,0,1
"MALA_SAMN05421706_METAG_PGDLPGBM",0,0,1,1
"MALA_SAMN05421706_METAG_EAMAPIJB",0,0,1,0
"MALA_SAMN05421706_METAG_CPBAILGB",0,0,0,1
"TARA_SAMEA2622696_METAG_OJIPCHOE",0,0,0,1
"MALA_SAMN05422133_METAG_IDLFGHMH",0,0,0,1
"MALA_SAMN05422133_METAG_JANKNKHL",0,0,0,1
"MALA_SAMN05422133_METAG_FKNGKJEE",0,0,0,1
"MALA_SAMN05422166_METAG_CADKBHAA",0,0,1,1
"MALA_SAMN05422166_METAG_MNNNHGFC",0,0,0,1
"TARA_SAMEA2622696_METAG_PDNPOHDB",0,0,0,1
"MALA_SAMN05422166_METAG_PCLPONCI",0,0,0,1
"MALA_SAMN05422166_METAG_BBIIAPFN",0,0,0,1
"MALA_SAMN05422117_METAG_BEMFKCKM",0,0,1,1
"MALA_SAMN05421660_METAG_DIIGKDEL",0,0,1,1
"TARA_SAMEA2622696_METAG_PCEFLFAI",0,0,0,1
"MALA_SAMN05421660_METAG_NNGLCIHM",0,0,0,1
"MALA_SAMN05421660_METAG_BOEAJOMI",0,0,0,1
"MALA_SAMN05421660_METAG_BDGLBHNG",0,0,0,1
"MALA_SAMN05422148_METAG_PALGOPPG",0,0,0,1
"MALA_SAMN05422148_METAG_GEILBFNL",0,0,1,1
"MALA_SAMN05422148_METAG_HAENCPHN",0,0,1,1
"TARA_SAMEA2622696_METAG_IDEGNAEC",0,0,0,0
"MALA_SAMN05422111_METAG_AGIBFIDO",0,0,0,1
"TARA_SAMEA2622696_METAG_KDCKFFGB",0,0,0,1
"MALA_SAMN05422111_METAG_GBHEMFGI",0,0,1,1
"MALA_SAMN05422111_METAG_KEPKCCCA",0,0,0,1
"MALA_SAMN05421913_METAG_LBPGIOHJ",0,0,0,1
"MALA_SAMN05421901_METAG_HIKDOIAN",0,0,1,1
"MALA_SAMN05421901_METAG_IAJDHIGI",0,0,0,1
"TARA_SAMEA2622696_METAG_AIKCOGIM",0,0,0,1
"MALA_SAMN05421901_METAG_LBKKBCHN",0,0,0,1
"TARA_SAMEA2622696_METAG_EGDBFPNI",0,0,0,0
"MALA_SAMN05422138_METAG_CJPOHPDO",0,0,0,1
"MALA_SAMN05422138_METAG_PJNKMKOE",0,0,0,1
"MALA_SAMN05422138_METAG_FHEGHOIM",0,0,1,0
"MALA_SAMN05422138_METAG_AAEOOEHN",0,0,0,1
"TARA_SAMEA2622696_METAG_KEDJHOEO",0,0,0,1
"TARA_SAMEA2622696_METAG_CIJDADDH",0,0,0,1
"MALA_SAMN05422183_METAG_MINLCOKE",0,0,1,0
"MALA_SAMN05422183_METAG_GHINLHJE",0,0,1,1
"MALA_SAMN05422183_METAG_NOLPGDMN",0,0,1,1
"MALA_SAMN05422107_METAG_FNMBFCCN",0,0,0,1
"MALA_SAMN05422107_METAG_PKJMEDEK",0,0,1,1
"MALA_SAMN05422107_METAG_EOEMECJL",0,0,0,1
"TARA_SAMEA2622696_METAG_KDHHOMNN",0,0,0,1
"MALA_SAMN05422120_METAG_MALJNMLA",0,0,0,1
"MALA_SAMN05422120_METAG_NDMHKPKD",0,0,0,1
"MALA_SAMN05422120_METAG_PINPMALI",0,0,0,1
"MALA_SAMN05422152_METAG_EGEAGLML",0,0,0,1
"TARA_SAMEA2621044_METAG_IOCKOFMJ",0,0,0,1
"MALA_SAMN05422152_METAG_APLDECGE",0,0,0,1
"MALA_SAMN05422152_METAG_NPKOJPLC",0,0,0,1
"MALA_SAMN05422152_METAG_DCGBHCIJ",0,0,1,1
"MALA_SAMN05422152_METAG_IMMPHBPH",0,0,0,1
"TARA_SAMEA2621044_METAG_BCLNFIGD",0,0,0,1
"MALA_SAMN05422163_METAG_ICPIHGAO",0,0,1,1
"MALA_SAMN05422163_METAG_AIKJPNDG",0,0,0,0
"MALA_SAMN05422163_METAG_JIDLIIFF",0,0,1,1
"MALA_SAMN05422171_METAG_DALPBMFO",0,0,1,1
"MALA_SAMN05422171_METAG_LJJHFHPO",0,0,0,1
"TARA_SAMEA2621044_METAG_DGHHLNID",0,0,0,0
"TARA_SAMEA2621044_METAG_LEMBEMAL",0,0,0,1
"MALA_SAMN05422171_METAG_EMCACDJP",0,0,0,0
"MALA_SAMN05422113_METAG_OCJCPJFM",0,0,0,1
"MALA_SAMN05422113_METAG_BPEHGKBL",0,0,0,1
"MALA_SAMN05422113_METAG_GDGBEHKD",0,0,0,1
"TARA_SAMEA2621044_METAG_MLPHODGH",0,0,0,1
"MALA_SAMN05422192_METAG_KFDDCOKA",0,0,1,1
"TARA_SAMEA2621295_METAG_EJACLDGB",0,0,0,1
"MALA_SAMN05422165_METAG_GNFBKHCM",0,0,0,1
"MALA_SAMN05422165_METAG_BIJMHFJN",0,0,0,1
"MALA_SAMN05422165_METAG_JAPLNBCC",0,0,0,1
"MALA_SAMN05421555_METAG_IPOCJLCK",0,0,0,1
"MALA_SAMN05422188_METAG_JGDLFAME",0,0,0,1
"MALA_SAMN05422188_METAG_PJDGLFFD",0,0,0,1
"MALA_SAMN05422188_METAG_MGKGCEFH",0,0,0,1
"MALA_SAMN05422188_METAG_LLBMOAPB",0,0,0,1
"MALA_SAMN05422110_METAG_GFLGHEBH",0,0,0,1
"MALA_SAMN05422110_METAG_EKOCAOIH",0,0,0,0
"MALA_SAMN05422164_METAG_BOFEJFHA",0,0,0,1
"MALA_SAMN05422164_METAG_KALFDNNB",0,0,0,1
"MALA_SAMN05422130_METAG_ICIOONKN",0,0,0,1
"MALA_SAMN05422130_METAG_LHMBIFLC",0,0,0,1
"TARA_SAMEA2621295_METAG_DBJADCOE",0,0,0,0
"MALA_SAMN05422143_METAG_CPCIAKED",0,0,0,1
"MALA_SAMN05421697_METAG_GIJBDGAK",0,0,0,1
"MALA_SAMN05422115_METAG_EILAGLKN",0,0,0,1
"MALA_SAMN05422115_METAG_PEDNKAMC",0,0,0,1
"MALA_SAMN05422108_METAG_NJOFLKAK",0,0,0,1
"MALA_SAMN05422191_METAG_HGIAEFOK",0,0,0,1
"MALA_SAMN05422191_METAG_ONEDIGBB",0,0,0,0
"MALA_SAMN05422169_METAG_INMCGPLI",0,0,0,1
"MALA_SAMN05422170_METAG_JEGEACAG",0,0,0,1
"MALA_SAMN05422153_METAG_NIGOHOLK",0,0,0,1
"MALA_SAMN05422153_METAG_GJGDOFLJ",0,0,1,1
"MALA_SAMN05422106_METAG_FDFOPLBA",0,0,0,1
"MALA_SAMN05422137_METAG_CAKLHABL",0,0,0,1
"MALA_SAMN05422137_METAG_FOBPPLIK",0,0,0,0
"MALA_SAMN05422123_METAG_MBCPHEIG",0,0,0,1
"MALA_SAMN05422168_METAG_MAIBPMNC",0,0,0,1
"MALA_SAMN05422128_METAG_GFOMCGFD",0,0,0,1
"TARA_SAMEA2622716_METAG_OJECMJMJ",0,0,0,1
"MALA_SAMN05422128_METAG_JJBFHOGO",0,0,0,1
"MALA_SAMN05422128_METAG_JOCHJBFO",0,0,1,1
"MALA_SAMN05422114_METAG_HDMCNFBK",0,0,0,1
"TARA_SAMN05326644_METAG_PON00007",0,0,0,1
"TARA_SAMN05326644_METAG_PON00009",0,0,0,1
"TARA_SAMN05326644_METAG_PON00017",0,0,0,0
"TARA_SAMN05326644_METAG_PON00018",0,0,0,0
"TARA_SAMN05326644_METAG_PON00024",0,0,0,1
"TARA_SAMN05326644_METAG_PON00031",0,0,0,1
"TARA_SAMN05326644_METAG_PON00036",0,0,0,1
"TARA_SAMN05326644_METAG_PON00040",0,0,0,0
"TARA_SAMN05326644_METAG_PON00042",0,0,0,1
"TARA_SAMN05326644_METAG_PON00044",0,0,0,0
"TARA_SAMN05326644_METAG_PON00046",0,0,0,1
"TARA_SAMEA2622716_METAG_LPGEPIDE",0,0,0,1
"TARA_SAMN05326644_METAG_PON00050",0,0,1,1
"TARA_SAMN05326644_METAG_PON00057",0,0,0,0
"TARA_SAMN05326644_METAG_PON00061",0,0,0,1
"TARA_SAMN05326644_METAG_PON00065",0,0,1,1
"TARA_SAMN05326644_METAG_PON00072",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00013",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00020",0,0,0,1
"TARA_SAMN05326650_METAG_MED00035",0,0,0,1
"TARA_SAMN05326650_METAG_MED00036",0,0,0,1
"TARA_SAMN05326650_METAG_MED00038",0,0,0,1
"TARA_SAMN05326650_METAG_MED00039",0,0,0,1
"TARA_SAMN05326650_METAG_MED00042",0,0,0,1
"TARA_SAMN05326650_METAG_MED00044",0,0,0,1
"TARA_SAMN05326650_METAG_MED00045",0,0,0,0
"TARA_SAMN05326650_METAG_MED00046",0,0,0,1
"TARA_SAMN05326650_METAG_MED00047",0,0,0,1
"TARA_SAMN05326650_METAG_MED00048",0,0,0,1
"TARA_SAMN05326650_METAG_MED00051",0,0,0,1
"TARA_SAMN05326650_METAG_MED00052",0,0,1,1
"TARA_SAMN05326650_METAG_MED00055",0,0,0,1
"TARA_SAMN05326650_METAG_MED00057",0,0,0,1
"TARA_SAMN05326650_METAG_MED00059",0,0,1,1
"TARA_SAMN05326650_METAG_MED00061",0,0,0,0
"TARA_SAMN05326650_METAG_MED00062",0,0,0,1
"TARA_SAMN05326650_METAG_MED00068",0,0,0,1
"TARA_SAMN05326650_METAG_MED00071",0,0,0,1
"TARA_SAMEA2622716_METAG_NAJEFKKK",0,0,0,1
"TARA_SAMEA2622716_METAG_GHKMFLKG",0,0,0,1
"TARA_SAMN05326650_METAG_MED00081",0,0,0,0
"TARA_SAMN05326650_METAG_MED00082",0,0,0,1
"TARA_SAMN05326650_METAG_MED00108",0,0,0,1
"TARA_SAMEA2622716_METAG_LEOKHPKM",0,0,0,1
"TARA_SAMN05326650_METAG_MED00110",0,0,0,0
"TARA_SAMN05326650_METAG_MED00114",0,0,0,1
"TARA_SAMN05326650_METAG_MED00115",0,0,0,1
"TARA_SAMN05326650_METAG_MED00118",0,0,1,0
"TARA_SAMN05326650_METAG_MED00125",0,0,0,0
"TARA_SAMN05326650_METAG_MED00127",0,0,0,1
"TARA_SAMN05326650_METAG_MED00128",0,0,0,1
"TARA_SAMN05326650_METAG_MED00129",0,0,0,1
"TARA_SAMN05326650_METAG_MED00131",0,0,0,1
"TARA_SAMN05326650_METAG_MED00133",0,0,0,0
"TARA_SAMN05326650_METAG_MED00137",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00021",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00038",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00041",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00045",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00050",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00052",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00057",0,0,0,0
"TARA_SAMN05326645_METAG_PSE00059",0,0,0,1
"TARA_SAMEA2622715_METAG_DMMBMOLI",0,0,0,1
"TARA_SAMEA2622715_METAG_NNOPJDNA",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00066",0,0,1,1
"TARA_SAMEA2622715_METAG_ODPFCJNJ",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00077",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00080",0,0,0,0
"TARA_SAMN05326645_METAG_PSE00081",0,0,1,0
"TARA_SAMN05326645_METAG_PSE00084",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00086",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00087",0,0,0,0
"TARA_SAMN05326645_METAG_PSE00090",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00092",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00098",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00101",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00102",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00107",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00114",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00131",0,0,0,1
"TARA_SAMN05326645_METAG_PSE00133",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00003",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00010",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00011",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00014",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00016",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00024",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00033",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00036",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00039",0,0,0,0
"TARA_SAMN05326646_METAG_PSW00041",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00049",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00058",0,0,1,1
"TARA_SAMN05326646_METAG_PSW00059",0,0,1,1
"TARA_SAMN05326646_METAG_PSW00060",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00064",0,0,0,0
"TARA_SAMN05326646_METAG_PSW00066",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00069",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00071",0,0,0,1
"TARA_SAMEA2622715_METAG_HOMBCAMK",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00078",0,0,1,1
"TARA_SAMN05326646_METAG_PSW00080",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00082",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00083",0,0,1,1
"TARA_SAMN05326646_METAG_PSW00087",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00090",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00091",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00093",0,0,0,0
"TARA_SAMN05326646_METAG_PSW00098",0,0,0,1
"TARA_SAMN05326643_METAG_ASW00004",0,0,0,0
"TARA_SAMEA2622823_METAG_FJJFOPGK",0,0,0,1
"TARA_SAMN05326643_METAG_ASW00016",0,0,0,1
"TARA_SAMEA2622823_METAG_OGDFBBJM",0,0,0,1
"TARA_SAMN05326643_METAG_ASW00022",0,0,0,1
"TARA_SAMEA2622823_METAG_AMHFADNB",0,0,0,1
"TARA_SAMN05326647_METAG_ION00004",0,0,0,1
"TARA_SAMN05326647_METAG_ION00006",0,0,0,1
"TARA_SAMN05326647_METAG_ION00011",0,0,0,0
"TARA_SAMEA2622823_METAG_IDGCLEBN",0,0,0,1
"TARA_SAMEA2622823_METAG_EMMDNOGK",0,0,0,1
"TARA_SAMN05326647_METAG_ION00039",0,0,0,1
"TARA_SAMEA2622823_METAG_GKHJBOPG",0,0,0,1
"TARA_SAMN05326647_METAG_ION00042",0,0,1,1
"TARA_SAMEA2622823_METAG_OICPOBPH",0,0,0,1
"TARA_SAMN05326647_METAG_ION00049",0,0,0,0
"TARA_SAMN05326647_METAG_ION00051",0,0,1,1
"TARA_SAMN05326647_METAG_ION00052",0,0,0,0
"TARA_SAMN05326647_METAG_ION00053",0,0,0,1
"TARA_SAMN05326647_METAG_ION00059",0,0,0,1
"TARA_SAMN05326647_METAG_ION00067",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00005",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00008",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00014",0,0,1,1
"TARA_SAMN05326648_METAG_IOS00015",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00018",0,0,1,1
"TARA_SAMN05326648_METAG_IOS00024",0,0,0,0
"TARA_SAMN05326648_METAG_IOS00028",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00029",0,0,0,1
"TARA_SAMEA2622823_METAG_POJADMLO",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00033",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00034",0,0,1,0
"TARA_SAMN05326648_METAG_IOS00040",0,0,0,0
"TARA_SAMN05326648_METAG_IOS00042",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00044",0,0,1,1
"TARA_SAMEA2622823_METAG_FHJBJPBI",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00052",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00055",0,0,1,1
"TARA_SAMN05326648_METAG_IOS00057",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00061",0,0,0,1
"TARA_SAMN05326648_METAG_IOS00066",0,0,0,0
"TARA_SAMN05326650_METAG_MED00004",0,0,0,1
"TARA_SAMN05326650_METAG_MED00005",0,0,0,1
"TARA_SAMN05326650_METAG_MED00008",0,0,0,1
"TARA_SAMN05326650_METAG_MED00009",0,0,0,1
"TARA_SAMN05326650_METAG_MED00016",0,0,0,1
"TARA_SAMN05326650_METAG_MED00020",0,0,0,1
"TARA_SAMN05326650_METAG_MED00023",0,0,0,1
"TARA_SAMN05326650_METAG_MED00024",0,0,0,1
"TARA_SAMN05326650_METAG_MED00025",0,0,0,1
"TARA_SAMN05326650_METAG_MED00026",0,0,0,1
"TARA_SAMN05326650_METAG_MED00027",0,0,0,1
"TARA_SAMN05326650_METAG_MED00028",0,0,0,1
"TARA_SAMN05326650_METAG_MED00030",0,0,0,1
"TARA_SAMN05326650_METAG_MED00032",0,0,0,0
"TARA_SAMN05326646_METAG_PSW00107",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00108",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00112",0,0,0,1
"TARA_SAMN05326646_METAG_PSW00122",0,0,1,1
"TARA_SAMN05326649_METAG_SOC00005",0,0,0,1
"TARA_SAMN05326649_METAG_SOC00006",0,0,0,0
"TARA_SAMN05326649_METAG_SOC00008",0,0,0,1
"TARA_SAMN05326651_METAG_RED00003",0,0,1,1
"TARA_SAMN05326651_METAG_RED00005",0,0,1,1
"TARA_SAMN05326651_METAG_RED00010",0,0,0,0
"TARA_SAMEA2621277_METAG_PNHBKBIF",0,0,0,1
"TARA_SAMEA2621277_METAG_ABFFDKBI",0,0,0,1
"TARA_SAMN05326651_METAG_RED00023",0,0,1,1
"TARA_SAMN05326651_METAG_RED00025",0,0,0,1
"TARA_SAMN05326651_METAG_RED00029",0,0,0,1
"TARA_SAMN05326651_METAG_RED00037",0,0,0,1
"TARA_SAMN05326651_METAG_RED00040",0,0,1,1
"TARA_SAMN05326651_METAG_RED00046",0,0,0,1
"TARA_SAMN05326651_METAG_RED00048",0,0,1,1
"TARA_SAMN05326651_METAG_RED00053",0,0,0,1
"TARA_SAMN05326651_METAG_RED00054",0,0,1,1
"TARA_SAMN05326651_METAG_RED00063",0,0,0,1
"TARA_SAMN05326651_METAG_RED00064",0,0,1,0
"TARA_SAMN05326651_METAG_RED00075",0,0,1,0
"TARA_SAMN05326651_METAG_RED00077",0,0,0,0
"TARA_SAMN05326651_METAG_RED00078",0,0,1,1
"TARA_SAMN05326651_METAG_RED00085",1,0,1,1
"TARA_SAMN05326651_METAG_RED00091",0,0,1,1
"TARA_SAMN05326651_METAG_RED00098",0,0,1,0
"TARA_SAMN05326651_METAG_RED00105",0,0,0,1
"TARA_SAMN05326651_METAG_RED00110",0,0,1,1
"TARA_SAMN05326640_METAG_ANE00005",0,0,1,1
"TARA_SAMN05326640_METAG_ANE00008",0,0,0,0
"TARA_SAMN05326640_METAG_ANE00014",0,0,0,0
"TARA_SAMN05326640_METAG_ANE00015",0,0,1,0
"TARA_SAMN05326640_METAG_ANE00017",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00018",0,0,0,0
"TARA_SAMN05326640_METAG_ANE00020",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00025",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00029",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00032",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00035",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00036",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00037",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00038",0,0,1,1
"TARA_SAMN05326640_METAG_ANE00040",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00041",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00051",0,0,0,1
"TARA_SAMEA2621277_METAG_KNMBCIPJ",0,0,0,1
"TARA_SAMEA2621277_METAG_MOAFIDJL",0,0,0,1
"TARA_SAMEA2621277_METAG_NJBCMDGD",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00066",0,0,0,0
"TARA_SAMN05326640_METAG_ANE00070",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00071",0,0,0,1
"TARA_SAMN05326640_METAG_ANE00073",1,0,0,1
"TARA_SAMN05326640_METAG_ANE00083",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00015",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00017",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00018",0,0,1,1
"TARA_SAMN05326641_METAG_ANW00022",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00023",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00026",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00027",0,0,0,0
"TARA_SAMN05326641_METAG_ANW00029",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00030",0,0,0,1
"TARA_SAMEA2621277_METAG_EDMMANBJ",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00034",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00042",0,0,0,1
"TARA_SAMEA2621021_METAG_LHGLCKGF",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00044",0,0,0,1
"TARA_SAMEA2621021_METAG_IGGMOHDC",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00048",0,0,0,1
"TARA_SAMN05326641_METAG_ANW00061",0,0,0,0
"TARA_SAMN05326641_METAG_ANW00062",0,0,0,1
"TARA_SAMN05326642_METAG_ASE00003",0,0,0,1
"TARA_SAMN05326642_METAG_ASE00006",0,0,0,1
"TARA_SAMN05326642_METAG_ASE00008",0,0,0,1
"TARA_SAMEA2621021_METAG_JIABIAFG",0,0,0,0
"TARA_SAMN05326642_METAG_ASE00010",0,0,0,1
"TARA_SAMEA2621021_METAG_MBHLBPAB",0,0,0,1
"TARA_SAMN05326642_METAG_ASE00012",0,0,0,1
"TARA_SAMN05326642_METAG_ASE00015",0,0,0,1
"TARA_SAMEA2621021_METAG_FKAPHLAA",0,0,0,1
"TARA_SAMEA2621242_METAG_JAGBADAD",0,0,0,1
"TARA_SAMN05326642_METAG_ASE00020",0,0,0,1
"GORG_SAMEA6070056_SAGS_AG894A03",0,0,0,1
"GORG_SAMEA6070060_SAGS_AG894A09",0,0,0,1
"GORG_SAMEA6070064_SAGS_AG894A16",0,0,0,1
"GORG_SAMEA6070066_SAGS_AG894A18",0,0,0,1
"GORG_SAMEA6070072_SAGS_AG894B05",0,0,0,1
"GORG_SAMEA6070073_SAGS_AG894B06",0,0,0,1
"GORG_SAMEA6070074_SAGS_AG894B07",0,0,0,1
"GORG_SAMEA6070077_SAGS_AG894B13",0,0,0,1
"GORG_SAMEA6070079_SAGS_AG894B17",1,0,0,1
"GORG_SAMEA6070086_SAGS_AG894C03",0,0,0,1
"GORG_SAMEA6070090_SAGS_AG894C07",0,0,0,1
"GORG_SAMEA6070093_SAGS_AG894C10",0,0,0,1
"GORG_SAMEA6070095_SAGS_AG894C14",0,0,1,1
"GORG_SAMEA6070099_SAGS_AG894C20",0,0,0,1
"GORG_SAMEA6070103_SAGS_AG894D02",0,0,0,0
"GORG_SAMEA6070104_SAGS_AG894D03",0,0,0,1
"GORG_SAMEA6070106_SAGS_AG894D07",0,0,0,1
"GORG_SAMEA6070112_SAGS_AG894D19",0,0,1,1
"GORG_SAMEA6070117_SAGS_AG894E05",0,0,0,1
"GORG_SAMEA6070120_SAGS_AG894E10",0,0,0,1
"GORG_SAMEA6070127_SAGS_AG894F03",0,0,0,1
"GORG_SAMEA6070131_SAGS_AG894F13",0,0,1,0
"GORG_SAMEA6070132_SAGS_AG894F15",0,0,0,1
"GORG_SAMEA6070138_SAGS_AG894F21",0,0,0,1
"GORG_SAMEA6070141_SAGS_AG894G02",0,0,0,1
"GORG_SAMEA6077503_SAGS_AG333A07",0,0,0,0
"GORG_SAMEA6077508_SAGS_AG333A13",0,0,0,1
"GORG_SAMEA6077537_SAGS_AG333B22",0,0,0,1
"GORG_SAMEA6077538_SAGS_AG333B23",0,0,0,1
"GORG_SAMEA6077540_SAGS_AG333C03",0,0,0,1
"GORG_SAMEA6077543_SAGS_AG333C06",0,0,0,1
"GORG_SAMEA6077544_SAGS_AG333C07",0,0,0,1
"GORG_SAMEA6077549_SAGS_AG333C14",0,0,0,1
"GORG_SAMEA6077552_SAGS_AG333C17",0,0,0,1
"GORG_SAMEA6077555_SAGS_AG333C20",0,0,1,1
"TARA_SAMEA2622657_METAG_CKONPHLE",0,0,0,1
"GORG_SAMEA6077564_SAGS_AG333D08",0,0,0,1
"GORG_SAMEA6077577_SAGS_AG333D23",0,0,0,1
"GORG_SAMEA6077585_SAGS_AG333E10",0,0,0,1
"GORG_SAMEA6077588_SAGS_AG333E15",0,0,0,1
"GORG_SAMEA6077593_SAGS_AG333E20",1,0,0,0
"GORG_SAMEA6077595_SAGS_AG333E22",0,0,0,1
"GORG_SAMEA6077597_SAGS_AG333F02",0,0,1,1
"GORG_SAMEA6077599_SAGS_AG333F04",0,0,0,1
"GORG_SAMEA6078793_SAGS_AG457L05",0,0,0,0
"GORG_SAMEA6078798_SAGS_AG457L11",0,0,0,1
"GORG_SAMEA6078799_SAGS_AG457L13",0,0,0,0
"GORG_SAMEA6078808_SAGS_AG457L23",0,0,0,1
