"","Step1:K01740","Step1:met17_align","Step2:K17285"
"GORG_SAMEA6074156_SAGS_AG916E17",1,1,0
"GORG_SAMEA6074158_SAGS_AG916E19",1,1,1
"GORG_SAMEA6074164_SAGS_AG916F06",1,1,0
"GORG_SAMEA6074165_SAGS_AG916F08",1,1,0
"GORG_SAMEA6074176_SAGS_AG916G05",1,1,0
"GORG_SAMEA6074178_SAGS_AG916G07",1,1,0
"GORG_SAMEA6074179_SAGS_AG916G09",1,1,0
"GORG_SAMEA6076634_SAGS_AG447M21",1,1,0
"GORG_SAMEA6076646_SAGS_AG447N13",1,1,0
"GORG_SAMEA6076661_SAGS_AG447O08",1,1,0
"GORG_SAMEA6076663_SAGS_AG447O13",1,1,0
"GORG_SAMEA6076664_SAGS_AG447O14",0,0,0
"GORG_SAMEA6076671_SAGS_AG447O22",0,0,0
"GORG_SAMEA6076672_SAGS_AG447O23",1,1,1
"GORG_SAMEA6076675_SAGS_AG447P03",0,1,0
"GORG_SAMEA6076680_SAGS_AG447P08",1,1,0
"GORG_SAMEA6076687_SAGS_AG447P18",0,1,0
"GORG_SAMEA6076688_SAGS_AG447P19",1,1,0
"GORG_SAMEA6076689_SAGS_AG447P21",1,1,0
"GORG_SAMEA6076690_SAGS_AG447P22",1,1,0
"GORG_SAMEA6076691_SAGS_AG447P23",1,1,0
"GORG_SAMEA6078361_SAGS_AG453A09",1,1,0
"GORG_SAMEA6078363_SAGS_AG453A13",0,0,0
"GORG_SAMEA6078368_SAGS_AG453A22",0,1,0
"GORG_SAMEA6078375_SAGS_AG453B10",1,1,0
"GORG_SAMEA6078384_SAGS_AG453B23",1,1,0
"GORG_SAMEA6078390_SAGS_AG453C08",1,1,0
"GORG_SAMEA6078392_SAGS_AG453C10",1,1,0
"GORG_SAMEA6078406_SAGS_AG453D05",0,1,0
"GORG_SAMEA6078416_SAGS_AG453D17",1,1,0
"GORG_SAMEA6078417_SAGS_AG453D18",0,1,0
"GORG_SAMEA6078426_SAGS_AG453E06",1,1,0
"GORG_SAMEA6078431_SAGS_AG453E11",0,0,0
"GORG_SAMEA6078433_SAGS_AG453E14",1,1,0
"GORG_SAMEA6078436_SAGS_AG453E17",1,1,0
"GORG_SAMEA6078438_SAGS_AG453E19",1,1,0
"GORG_SAMEA6074172_SAGS_AG916F23",1,1,0
"GORG_SAMEA6074174_SAGS_AG916G03",0,0,0
"GORG_SAMEA6074185_SAGS_AG916G19",1,1,1
"GORG_SAMEA6074192_SAGS_AG916I06",1,1,0
"GORG_SAMEA6074193_SAGS_AG916I08",0,1,0
"GORG_SAMEA6074195_SAGS_AG916I13",1,1,0
"GORG_SAMEA6074198_SAGS_AG916I17",0,1,0
"GORG_SAMEA6074201_SAGS_AG916I21",0,0,0
"GORG_SAMEA6074203_SAGS_AG916J06",1,1,0
"GORG_SAMEA6074207_SAGS_AG916J11",1,1,0
"TARA_SAMEA2619857_METAG_CCOOEOHB",0,1,0
"GORG_SAMEA6074210_SAGS_AG916J16",0,1,1
"GORG_SAMEA6074216_SAGS_AG916K03",1,1,0
"GORG_SAMEA6074217_SAGS_AG916K04",1,1,0
"GORG_SAMEA6074221_SAGS_AG916K09",1,1,0
"GORG_SAMEA6074222_SAGS_AG916K14",1,1,0
"GORG_SAMEA6074236_SAGS_AG916L11",1,1,0
"GORG_SAMEA6074239_SAGS_AG916L15",0,1,0
"GORG_SAMEA6074243_SAGS_AG916L20",1,1,0
"GORG_SAMEA6074244_SAGS_AG916L21",1,1,1
"GORG_SAMEA6074245_SAGS_AG916M02",1,1,0
"GORG_SAMEA6074248_SAGS_AG916M06",1,1,0
"GORG_SAMEA6074251_SAGS_AG916M11",0,1,0
"GORG_SAMEA6074253_SAGS_AG916M14",1,1,0
"GORG_SAMEA6074254_SAGS_AG916M15",1,1,0
"GORG_SAMEA6074264_SAGS_AG916N07",1,1,1
"GORG_SAMEA6074268_SAGS_AG916N14",1,1,0
"GORG_SAMEA6074269_SAGS_AG916N15",1,1,0
"GORG_SAMEA6074277_SAGS_AG916O06",0,1,0
"GORG_SAMEA6078460_SAGS_AG453F22",0,1,1
"GORG_SAMEA6078463_SAGS_AG453G04",1,1,0
"GORG_SAMEA6078469_SAGS_AG453G11",1,1,0
"GORG_SAMEA6078470_SAGS_AG453G13",0,1,0
"GORG_SAMEA6078478_SAGS_AG453G21",1,1,0
"GORG_SAMEA6078481_SAGS_AG453I04",1,1,0
"GORG_SAMEA6078513_SAGS_AG453J21",1,1,0
"GORG_SAMEA6078525_SAGS_AG453K15",1,1,1
"GORG_SAMEA6078528_SAGS_AG453K19",1,1,1
"GORG_SAMEA6078531_SAGS_AG453K22",1,1,0
"GORG_SAMEA6078532_SAGS_AG453K23",1,1,0
"GORG_SAMEA6078533_SAGS_AG453L02",1,1,0
"GORG_SAMEA6078534_SAGS_AG453L03",1,1,0
"GORG_SAMEA6067906_SAGS_AH287O04",0,1,0
"GORG_SAMEA6067910_SAGS_AH287O09",1,1,0
"GORG_SAMEA6067919_SAGS_AH287O20",0,1,0
"GORG_SAMEA6067920_SAGS_AH287O21",1,1,0
"GORG_SAMEA6067925_SAGS_AH287P03",1,1,0
"GORG_SAMEA6067931_SAGS_AH287P09",1,1,0
"GORG_SAMEA6067934_SAGS_AH287P13",1,1,0
"GORG_SAMEA6068146_SAGS_AH321A03",1,1,0
"GORG_SAMEA6068148_SAGS_AH321A05",0,1,0
"GORG_SAMEA6068152_SAGS_AH321A09",1,1,0
"GORG_SAMEA6068156_SAGS_AH321A16",1,1,0
"GORG_SAMEA6068157_SAGS_AH321A17",1,1,0
"TARA_SAMEA2619857_METAG_OAMNIJIN",0,1,0
"GORG_SAMEA6068167_SAGS_AH321B08",1,1,0
"GORG_SAMEA6068177_SAGS_AH321B21",0,1,0
"GORG_SAMEA6068179_SAGS_AH321B23",1,1,0
"GORG_SAMEA6068194_SAGS_AH321C20",0,1,0
"GORG_SAMEA6068203_SAGS_AH321D13",0,0,0
"GORG_SAMEA6068204_SAGS_AH321D14",0,1,0
"GORG_SAMEA6068205_SAGS_AH321D15",1,1,0
"GORG_SAMEA6068217_SAGS_AH321E06",0,1,0
"GORG_SAMEA6068228_SAGS_AH321F02",0,0,0
"GORG_SAMEA6068232_SAGS_AH321F10",1,1,0
"GORG_SAMEA6068236_SAGS_AH321F16",0,1,0
"GORG_SAMEA6068240_SAGS_AH321F20",0,0,0
"GORG_SAMEA6068242_SAGS_AH321F23",0,1,0
"GORG_SAMEA6068251_SAGS_AH321G13",1,1,0
"GORG_SAMEA6068252_SAGS_AH321G14",0,0,0
"GORG_SAMEA6068264_SAGS_AH321I09",0,1,0
"GORG_SAMEA6068267_SAGS_AH321I13",1,1,0
"GORG_SAMEA6068273_SAGS_AH321I22",0,1,0
"GORG_SAMEA6068274_SAGS_AH321I23",1,1,0
"GORG_SAMEA6068275_SAGS_AH321J03",0,1,0
"GORG_SAMEA6068277_SAGS_AH321J05",0,1,0
"GORG_SAMEA6068282_SAGS_AH321J11",1,1,1
"GORG_SAMEA6068299_SAGS_AH321K14",1,1,0
"GORG_SAMEA6068300_SAGS_AH321K15",1,1,0
"GORG_SAMEA6068301_SAGS_AH321K16",1,1,0
"GORG_SAMEA6068304_SAGS_AH321K19",1,1,0
"GORG_SAMEA6068316_SAGS_AH321L10",0,1,0
"MARD_SAMN08886334_SAGS_MMP08886334",1,1,0
"MARD_SAMN08886352_SAGS_MMP08886352",0,1,0
"MARD_SAMN08886354_SAGS_MMP08886354",0,1,0
"MARD_SAMN08886356_SAGS_MMP08886356",0,0,0
"MARD_SAMN08886358_SAGS_MMP08886358",0,0,0
"MARD_SAMN08886362_SAGS_MMP08886362",1,1,0
"MARD_SAMN08886480_SAGS_MMP08886480",1,1,0
"MARD_SAMN08886535_SAGS_MMP08886535",0,0,0
"MARD_SAMN08886544_SAGS_MMP08886544",1,1,0
"MARD_SAMN08886557_SAGS_MMP08886557",0,1,0
"MARD_SAMN08886563_SAGS_MMP08886563",0,0,0
"MARD_SAMN08886588_SAGS_MMP08886588",0,0,0
"MARD_SAMN08886590_SAGS_MMP08886590",1,1,0
"MARD_SAMN08886598_SAGS_MMP08886598",0,0,0
"MARD_SAMN08886076_SAGS_MMP08886076",0,1,0
"MARD_SAMN08886164_SAGS_MMP08886164",0,0,0
"MARD_SAMN08886171_SAGS_MMP08886171",1,1,0
"MARD_SAMN08886200_SAGS_MMP08886200",0,0,0
"MARD_SAMN08886208_SAGS_MMP08886208",1,1,0
"MARD_SAMN08886239_SAGS_MMP08886239",0,0,0
"MARD_SAMN08886248_SAGS_MMP08886248",0,1,0
"MARD_SAMN08886307_SAGS_MMP08886307",0,1,0
"MARD_SAMN08536176_REFG_MMP08536176",0,1,0
"MARD_SAMN08771244_SAGS_MMP08771244",1,1,0
"MARD_SAMN08813454_REFG_MMP08813454",1,1,0
"MARD_SAMN08885962_SAGS_MMP08885962",1,1,0
"MARD_SAMN08885968_SAGS_MMP08885968",0,1,0
"MARD_SAMN08885969_SAGS_MMP08885969",0,1,0
"MARD_SAMN08886000_SAGS_MMP08886000",1,1,0
"MARD_SAMN08886017_SAGS_MMP08886017",1,1,0
"MARD_SAMN08886034_SAGS_MMP08886034",0,1,0
"MARD_SAMN08886035_SAGS_MMP08886035",1,1,0
"MARD_SAMN08886036_SAGS_MMP08886036",1,1,1
"MARD_SAMN08886037_SAGS_MMP08886037",1,1,1
"MARD_SAMN08886038_SAGS_MMP08886038",1,1,0
"MARD_SAMN08886039_SAGS_MMP08886039",1,1,0
"MARD_SAMN08886040_SAGS_MMP08886040",1,1,1
"MARD_SAMN08886041_SAGS_MMP08886041",1,1,1
"MARD_SAMN08886044_SAGS_MMP08886044",1,1,0
"MARD_SAMN08886047_SAGS_MMP08886047",0,0,0
"MARD_SAMN08886062_SAGS_MMP08886062",1,1,0
"MARD_SAMN08886063_SAGS_MMP08886063",1,1,0
"MARD_SAMN08886083_SAGS_MMP08886083",1,1,0
"MARD_SAMN08886090_SAGS_MMP08886090",1,1,0
"MARD_SAMN08886105_SAGS_MMP08886105",1,1,0
"MARD_SAMN08886115_SAGS_MMP08886115",1,1,0
"MARD_SAMN08886127_SAGS_MMP08886127",1,1,1
"MARD_SAMN08886180_SAGS_MMP08886180",1,1,0
"MARD_SAMN08886181_SAGS_MMP08886181",1,1,0
"MARD_SAMN08886183_SAGS_MMP08886183",1,1,0
"MARD_SAMN08886185_SAGS_MMP08886185",1,1,0
"MARD_SAMN08886227_SAGS_MMP08886227",1,1,0
"MARD_SAMN08886266_SAGS_MMP08886266",1,1,0
"MARD_SAMN08886280_SAGS_MMP08886280",1,1,0
"MARD_SAMN08886281_SAGS_MMP08886281",1,1,0
"MARD_SAMN08886282_SAGS_MMP08886282",1,1,0
"MARD_SAMN08886283_SAGS_MMP08886283",0,1,1
"MARD_SAMN08886284_SAGS_MMP08886284",1,1,0
"MARD_SAMN08886285_SAGS_MMP08886285",1,1,1
"MARD_SAMN08886289_SAGS_MMP08886289",0,1,1
"MARD_SAMN08886340_SAGS_MMP08886340",1,1,0
"MARD_SAMN08886341_SAGS_MMP08886341",0,1,0
"MARD_SAMN08886342_SAGS_MMP08886342",0,1,0
"MARD_SAMN08886380_SAGS_MMP08886380",0,0,0
"MARD_SAMN08886398_SAGS_MMP08886398",1,1,1
"MARD_SAMN08886400_SAGS_MMP08886400",1,1,0
"MARD_SAMN08886402_SAGS_MMP08886402",1,1,0
"MARD_SAMN08886404_SAGS_MMP08886404",1,1,0
"MARD_SAMN08886405_SAGS_MMP08886405",1,1,0
"MARD_SAMN08886429_SAGS_MMP08886429",1,1,0
"MARD_SAMN08886431_SAGS_MMP08886431",1,1,1
"MARD_SAMN08886434_SAGS_MMP08886434",1,1,0
"MARD_SAMN08886439_SAGS_MMP08886439",1,1,0
"MARD_SAMN08886452_SAGS_MMP08886452",0,0,0
"MARD_SAMN08886455_SAGS_MMP08886455",1,1,0
"MARD_SAMN08886456_SAGS_MMP08886456",1,1,0
"MARD_SAMN08886457_SAGS_MMP08886457",1,1,0
"MARD_SAMN08886458_SAGS_MMP08886458",1,1,0
"MARD_SAMN08886460_SAGS_MMP08886460",1,1,0
"MARD_SAMN08886463_SAGS_MMP08886463",1,1,1
"MARD_SAMN08886464_SAGS_MMP08886464",1,1,0
"MARD_SAMN08886470_SAGS_MMP08886470",1,1,0
"MARD_SAMN08886472_SAGS_MMP08886472",1,1,0
"MARD_SAMN08886473_SAGS_MMP08886473",1,1,0
"MARD_SAMN08886474_SAGS_MMP08886474",1,1,0
"MARD_SAMN08886475_SAGS_MMP08886475",0,1,0
"MARD_SAMN08886477_SAGS_MMP08886477",1,1,0
"MARD_SAMN08886478_SAGS_MMP08886478",1,1,0
"MARD_SAMN08886488_SAGS_MMP08886488",1,1,0
"MARD_SAMN08886512_SAGS_MMP08886512",1,1,0
"MARD_SAMN08886521_SAGS_MMP08886521",0,1,0
"MARD_SAMN08886524_SAGS_MMP08886524",1,1,0
"MARD_SAMN08886576_SAGS_MMP08886576",1,1,0
"MARD_SAMN08886578_SAGS_MMP08886578",1,1,1
"MARD_SAMN09080596_REFG_MMP09080596",1,1,0
"MARD_SAMN09205055_REFG_MMP09205055",0,1,0
"MARD_SAMN06133354_REFG_MMP06133354",1,1,0
"MARD_SAMN08358016_REFG_MMP08358016",1,1,0
"MARD_SAMN08457632_REFG_MMP08457632",1,1,0
"MARD_SAMN08885963_SAGS_MMP08885963",1,1,0
"MARD_SAMN08885964_SAGS_MMP08885964",1,1,0
"MARD_SAMN08885965_SAGS_MMP08885965",0,1,0
"MARD_SAMN08885966_SAGS_MMP08885966",0,0,0
"MARD_SAMN08886015_SAGS_MMP08886015",1,1,1
"MARD_SAMN08886077_SAGS_MMP08886077",1,1,1
"MARD_SAMN08886084_SAGS_MMP08886084",1,1,1
"MARD_SAMN08886219_SAGS_MMP08886219",1,1,0
"MARD_SAMN08886228_SAGS_MMP08886228",0,0,0
"MARD_SAMN08886286_SAGS_MMP08886286",1,1,1
"MARD_SAMN08886454_SAGS_MMP08886454",1,1,0
"MARD_SAMN08886459_SAGS_MMP08886459",1,1,0
"MARD_SAMN08886511_SAGS_MMP08886511",1,1,0
"MARD_SAMN08886641_SAGS_MMP08886641",1,1,0
"MARD_SAMN08886645_SAGS_MMP08886645",0,0,0
"MARD_SAMN08934404_REFG_MMP08934404",1,1,0
"MARD_SAMN09214043_REFG_MMP09214043",0,1,0
"MARD_SAMD00065689_REFG_MMP00065689",1,1,0
"TARA_SAMEA2622316_METAG_GCMGPOMB",0,1,0
"MARD_SAMN02745751_REFG_MMP02745751",1,1,0
"TARA_SAMEA2619927_METAG_NJJFIOIK",0,1,0
"TARA_SAMEA2623907_METAG_KDPMFOOK",0,1,0
"TARA_SAMEA2619907_METAG_HGDIMCJA",0,1,0
"TARA_SAMEA2619907_METAG_PJDNLCKJ",0,1,0
"TARA_SAMEA2619907_METAG_CODPFBGE",0,1,0
"MARD_SAMN03944292_SAGS_MMP03944292",0,1,1
"MARD_SAMN03944293_SAGS_MMP03944293",1,1,1
"MARD_SAMN04390149_REFG_MMP04390149",1,1,0
"MARD_SAMN05410695_REFG_MMP05410695",1,1,0
"MARD_SAMN05660313_REFG_MMP05660313",1,1,0
"TARA_SAMEA2619907_METAG_NCCJNBFE",0,1,0
"MARD_SAMD00000450_REFG_MMP00000450",1,1,0
"MARD_SAMD00019870_REFG_MMP00019870",1,1,0
"MARD_SAMD00046500_REFG_MMP00046500",1,1,0
"MARD_SAMEA2272302_REFG_MMP2272302",0,0,0
"MARD_SAMEA3138990_REFG_MMP3138990",0,0,0
"MARD_SAMN02256396_SAGS_MMP02256396",0,0,0
"TARA_SAMEA2619907_METAG_JLHOKHFL",0,1,0
"TARA_SAMEA2619907_METAG_DAJMGEJN",0,1,0
"TARA_SAMEA2619907_METAG_LIOLJEDC",0,0,0
"TARA_SAMEA2619907_METAG_DBIDCGBB",0,0,0
"TARA_SAMEA2623463_METAG_NDOJCPHA",0,1,0
"TARA_SAMEA2623463_METAG_BBICEPDC",0,0,0
"TARA_SAMEA2623463_METAG_JEOJJPBL",0,0,0
"TARA_SAMEA2623463_METAG_NBMNGPDB",0,1,0
"TARA_SAMEA2623463_METAG_JHCBEFJC",0,0,0
"TARA_SAMEA2622733_METAG_CMNBDJBO",0,1,0
"TARA_SAMEA2622733_METAG_CPPFCCIF",0,1,0
"TARA_SAMEA2622733_METAG_PKPEEHIC",0,1,0
"TARA_SAMEA2622733_METAG_NDGCBFJK",0,1,0
"TARA_SAMEA2622733_METAG_GCGGNOGG",0,1,0
"TARA_SAMEA2622733_METAG_NNMMBJPI",0,1,0
"TARA_SAMEA2622733_METAG_ALHFLBHL",0,1,0
"TARA_SAMEA2622733_METAG_DJKDHPAA",0,1,0
"TARA_SAMEA2619952_METAG_PMPMLMGN",0,1,0
"MARD_SAMN04390154_REFG_MMP04390154",1,1,0
"MARD_SAMD00036593_REFG_MMP00036593",1,1,0
"MARD_SAMD00036597_REFG_MMP00036597",1,1,0
"MARD_SAMD00036599_REFG_MMP00036599",1,1,0
"MARD_SAMEA2719621_REFG_MMP2719621",0,1,0
"MARD_SAMEA3368559_SAGS_MMP3368559",0,0,0
"MARD_SAMEA3368564_SAGS_MMP3368564",0,0,0
"MARD_SAMEA3368565_SAGS_MMP3368565",1,1,0
"MARD_SAMEA3368566_SAGS_MMP3368566",0,1,0
"MARD_SAMEA3368569_SAGS_MMP3368569",1,1,0
"MARD_SAMEA3368570_SAGS_MMP3368570",0,1,0
"MARD_SAMEA3368571_SAGS_MMP3368571",0,1,0
"MARD_SAMEA3368572_SAGS_MMP3368572",1,1,0
"MARD_SAMN02261288_SAGS_MMP02261288",1,1,0
"MARD_SAMN02436083_REFG_MMP02436083",1,1,0
"MARD_SAMN02436088_REFG_MMP02436088",1,1,0
"MARD_SAMN02436134_REFG_MMP02436134",0,1,0
"MARD_SAMN02436148_REFG_MMP02436148",1,1,0
"MARD_SAMN02469995_REFG_MMP02469995",1,1,0
"MARD_SAMEA104692614_REFG_MMP104692614",1,1,0
"MARD_SAMEA44539918_REFG_MMP44539918",1,1,0
"MARD_SAMN06264853_REFG_MMP06264853",1,1,0
"MARD_SAMN06265172_REFG_MMP06265172",0,1,0
"MARD_SAMN07621379_REFG_MMP07621379",1,1,0
"MARD_SAMN07626136_REFG_MMP07626136",1,1,0
"MARD_SAMN08707949_REFG_MMP08707949",1,1,0
"MARD_SAMN08769778_REFG_MMP08769778",0,1,0
"TARA_SAMEA2619952_METAG_PKOKBHOM",0,0,0
"TARA_SAMEA2619952_METAG_KIGFOIOG",0,1,0
"TARA_SAMEA2623774_METAG_PDJDAMLK",0,0,0
"MARD_SAMN10362946_REFG_MMP10362946",1,1,0
"MARD_SAMN10363320_REFG_MMP10363320",0,1,0
"MARD_SAMN10363435_REFG_MMP10363435",1,1,0
"MARD_SAMEA104307712_REFG_MMP104307712",0,1,0
"MARD_SAMN02643415_REFG_MMP02643415",0,1,0
"MARD_SAMN05504940_REFG_MMP05504940",0,0,0
"MARD_SAMN09074770_REFG_MMP09074770",0,1,0
"MARD_SAMN09487630_REFG_MMP09487630",1,1,0
"MARD_SAMN09669792_REFG_MMP09669792",0,1,0
"MARD_SAMN09780835_REFG_MMP09780835",1,1,0
"MARD_SAMN10182621_REFG_MMP10182621",1,1,0
"MARD_SAMN02745151_REFG_MMP02745151",1,1,0
"MARD_SAMN04487906_REFG_MMP04487906",1,1,0
"MARD_SAMN04487987_REFG_MMP04487987",1,1,0
"MARD_SAMN04488006_REFG_MMP04488006",1,1,0
"MARD_SAMN04488018_REFG_MMP04488018",1,1,0
"MARD_SAMN04488060_REFG_MMP04488060",0,1,0
"MARD_SAMN04488087_REFG_MMP04488087",1,1,0
"MARD_SAMN04488099_REFG_MMP04488099",0,1,0
"MARD_SAMN04488100_REFG_MMP04488100",0,1,0
"MARD_SAMN04488102_REFG_MMP04488102",0,0,0
"MARD_SAMN04488108_REFG_MMP04488108",1,1,0
"MARD_SAMN04488569_REFG_MMP04488569",0,1,0
"MARD_SAMN05216262_REFG_MMP05216262",1,1,0
"MARD_SAMN05421767_REFG_MMP05421767",0,0,0
"MARD_SAMN05421793_REFG_MMP05421793",1,1,0
"MARD_SAMN05660429_REFG_MMP05660429",0,1,0
"MARD_SAMN05660836_REFG_MMP05660836",0,0,0
"MARD_SAMN05878071_REFG_MMP05878071",1,1,0
"MARD_SAMEA2272746_REFG_MMP2272746",0,0,0
"MARD_SAMEA3368553_SAGS_MMP3368553",1,1,0
"MARD_SAMEA3368554_SAGS_MMP3368554",0,1,0
"MARD_SAMEA3368557_SAGS_MMP3368557",1,1,0
"MARD_SAMEA3368558_SAGS_MMP3368558",1,1,0
"MARD_SAMN02261272_SAGS_MMP02261272",0,0,0
"MARD_SAMN02440508_SAGS_MMP02440508",1,1,0
"MARD_SAMN02441242_SAGS_MMP02441242",1,1,1
"MARD_SAMN02441297_SAGS_MMP02441297",1,1,1
"MARD_SAMN02441642_SAGS_MMP02441642",1,1,0
"MARD_SAMN02597172_SAGS_MMP02597172",0,1,0
"MARD_SAMN02647043_SAGS_MMP02647043",1,1,0
"MARD_SAMN02647112_SAGS_MMP02647112",0,0,0
"MARD_SAMN02671346_SAGS_MMP02671346",1,1,0
"MARD_SAMN02671362_SAGS_MMP02671362",1,1,0
"MARD_SAMN02671363_SAGS_MMP02671363",0,0,0
"MARD_SAMN02671365_SAGS_MMP02671365",1,1,0
"MARD_SAMN02671366_SAGS_MMP02671366",0,1,0
"MARD_SAMN02671380_SAGS_MMP02671380",1,1,0
"MARD_SAMN02671384_SAGS_MMP02671384",1,1,0
"MARD_SAMN02671397_SAGS_MMP02671397",0,0,0
"MARD_SAMN06265796_REFG_MMP06265796",1,1,0
"MARD_SAMN08984069_REFG_MMP08984069",0,1,0
"MARD_SAMN09074747_REFG_MMP09074747",1,1,0
"MARD_SAMN09078362_REFG_MMP09078362",1,1,0
"MARD_SAMN09725931_REFG_MMP09725931",0,1,0
"MARD_SAMN02927930_REFG_MMP02927930",0,1,0
"MARD_SAMN04488098_REFG_MMP04488098",0,1,0
"MARD_SAMN04488516_REFG_MMP04488516",0,0,0
"TARA_SAMEA2623774_METAG_AHDBBAAM",0,1,0
"TARA_SAMEA2623774_METAG_HOFHKFNK",0,1,0
"MARD_SAMN05444411_REFG_MMP05444411",1,1,0
"MARD_SAMN05660405_REFG_MMP05660405",1,1,0
"MARD_SAMN07739585_REFG_MMP07739585",1,1,0
"MARD_SAMN07748130_REFG_MMP07748130",1,1,0
"MARD_SAMN08771245_SAGS_MMP08771245",1,1,0
"MARD_SAMN08965196_SAGS_MMP08965196",1,1,0
"MARD_SAMN09007269_SAGS_MMP09007269",1,1,0
"MARD_SAMN09195925_REFG_MMP09195925",0,1,0
"MARD_SAMN09386782_REFG_MMP09386782",1,1,0
"MARD_SAMN05418002_REFG_MMP05418002",1,1,0
"MARD_SAMN05418032_REFG_MMP05418032",1,1,0
"MARD_SAMN05418068_REFG_MMP05418068",1,1,0
"MARD_SAMN05418077_REFG_MMP05418077",1,1,0
"MARD_SAMN05418082_REFG_MMP05418082",1,1,0
"MARD_SAMN05418110_REFG_MMP05418110",1,1,0
"TARA_SAMEA2621033_METAG_NLDKEPNP",0,1,0
"TARA_SAMEA2622667_METAG_HEBILCDA",1,1,0
"TARA_SAMEA2621221_METAG_LPFKCIJK",1,1,0
"TARA_SAMEA2623774_METAG_AHHEOIID",0,1,0
"TARA_SAMEA2621221_METAG_MADEDJMN",0,1,0
"TARA_SAMEA2621221_METAG_CJBONMGE",1,1,0
"TARA_SAMEA2621221_METAG_EEOHHGEE",0,0,0
"TARA_SAMEA2621221_METAG_ONGGICHF",0,1,0
"TARA_SAMEA2621221_METAG_BHGHGNNC",1,1,0
"TARA_SAMEA2621221_METAG_JBFJHPOK",0,0,0
"TARA_SAMEA2621221_METAG_GBNEPLBK",1,1,0
"TARA_SAMEA2621221_METAG_CHCLMIEO",0,0,0
"TARA_SAMEA2621221_METAG_HEHENJAP",0,0,1
"TARA_SAMEA2621221_METAG_MFKGECAM",1,1,0
"TARA_SAMEA2621221_METAG_EJBNAKIN",1,1,0
"TARA_SAMEA2621221_METAG_FEKDMPIP",0,1,0
"TARA_SAMEA2621221_METAG_IHIODEHB",1,1,0
"TARA_SAMEA2621221_METAG_EIAEGOMO",0,1,0
"TARA_SAMEA2621221_METAG_HIBJHAJF",1,1,0
"TARA_SAMEA2621221_METAG_IKCGENCB",0,0,0
"TARA_SAMEA2621221_METAG_OMGFPKJD",1,1,0
"TARA_SAMEA2621221_METAG_KCGAGCCJ",1,1,0
"TARA_SAMEA2621221_METAG_OBELDNIE",0,0,0
"TARA_SAMEA2621221_METAG_NKIINBEK",1,1,0
"TARA_SAMEA2621221_METAG_HDPAKPFI",0,1,0
"TARA_SAMEA2621221_METAG_LFIJLEBL",0,1,0
"TARA_SAMEA2621221_METAG_CPGHMDOA",0,1,0
"TARA_SAMEA2621221_METAG_OFFIKMOK",0,1,0
"TARA_SAMEA2623774_METAG_PPAICCOH",0,0,0
"TARA_SAMEA2621221_METAG_DCJBCIMH",0,1,0
"TARA_SAMEA2621221_METAG_KGPPKCMI",1,1,0
"TARA_SAMEA2621221_METAG_FCDFBOED",0,0,0
"TARA_SAMEA2621221_METAG_ICBHCBPH",0,0,0
"TARA_SAMEA2621221_METAG_CBGKOOPD",1,1,0
"TARA_SAMEA2621221_METAG_GFEBGKHA",1,1,0
"TARA_SAMEA2621221_METAG_IHOFECDD",1,1,0
"TARA_SAMEA4396941_METAG_MEMEIINC",1,1,0
"TARA_SAMEA4397174_METAG_BIBOKOCO",1,1,0
"TARA_SAMEA4397174_METAG_JGKKDIJL",1,1,0
"TARA_SAMEA4397174_METAG_MBMPALGB",1,1,0
"TARA_SAMEA4397174_METAG_MGPOMKMB",0,1,0
"TARA_SAMEA4397174_METAG_KJLHPIFN",0,1,0
"TARA_SAMEA4397174_METAG_HHIEKJAA",0,1,0
"TARA_SAMEA4397174_METAG_IMCDPJJA",0,1,0
"TARA_SAMEA2622843_METAG_CPBBDIHN",0,1,0
"TARA_SAMEA2622843_METAG_EKIHELPP",0,1,0
"TARA_SAMEA2622843_METAG_LAOIAGHO",1,1,0
"TARA_SAMEA2622843_METAG_LAOBGCJA",0,0,0
"TARA_SAMEA2622843_METAG_MJCHIPLN",0,0,1
"TARA_SAMEA2622843_METAG_CMLDIEIJ",0,1,0
"TARA_SAMEA2622843_METAG_PAMGMGHP",0,1,0
"TARA_SAMEA2622843_METAG_FOGACNNB",1,1,0
"TARA_SAMEA2622843_METAG_DGEFCJOG",1,1,0
"TARA_SAMEA2622843_METAG_DAKDFHIO",0,1,0
"TARA_SAMEA2622843_METAG_GEJILAAJ",0,0,0
"TARA_SAMEA2622843_METAG_CLIHDNIP",1,1,0
"TARA_SAMEA2622843_METAG_NNLPPLJL",1,1,0
"TARA_SAMEA2622843_METAG_HIDLIJFO",0,0,1
"TARA_SAMEA2622843_METAG_LDDHGCHF",0,1,0
"TARA_SAMEA2622843_METAG_GPIPMKDN",0,1,0
"TARA_SAMEA2622843_METAG_HMCLIELN",0,1,0
"TARA_SAMEA2622843_METAG_IFHGJMOH",1,1,0
"TARA_SAMEA2622843_METAG_NPMABFAF",1,1,0
"TARA_SAMEA2622843_METAG_COLAEMAP",0,1,0
"TARA_SAMEA2622843_METAG_OEEHEEGF",1,1,0
"TARA_SAMEA2622843_METAG_PFBKNHEB",1,1,1
"TARA_SAMEA2622843_METAG_DIEJPBBM",0,1,1
"TARA_SAMEA2622843_METAG_OBJEHOJD",1,1,0
"TARA_SAMEA2622843_METAG_DGHDEDIJ",1,1,0
