,Step1,Step2,Step3,Subpathway1,Subpathway2,MaxCompletion,Group,Completion,Type
BGEO_SAMN07136679_METAG_JAMCLPFI,0,1,0,0.5,0,0.5,Gamma-Other,91.59,MAG
BGEO_SAMN07136679_METAG_HBLGIPON,0,0,0,0,0,0,SAR324,89.94,MAG
BGEO_SAMN07136679_METAG_FCJFEFNA,0,0,0,0,0,0,Bacteroidota,82.13,MAG
BGEO_SAMN07136679_METAG_AECKPPGA,0,0,0,0,0,0,Gamma-Other,86.42,MAG
BGEO_SAMN07136679_METAG_AGJMKJJM,1,0,0,0.5,0,0.5,Bacteroidota,78.97,MAG
BGEO_SAMN07136801_METAG_LPJCCCMJ,0,0,0,0,0,0,Actinobacteriota,75.15,MAG
TARA_SAMEA4398413_METAG_BAAIACAP,0,0,0,0,0,0,Archaea-Other,85.5,MAG
BGEO_SAMN07136634_METAG_OHOBLBMK,0,0,0,0,0,0,Alpha-Other,95.56,MAG
BGEO_SAMN07136634_METAG_FCHMOINK,0,0,0,0,0,0,Alpha-Other,83.85,MAG
BGEO_SAMN07136634_METAG_GCLCOPBH,1,0,0,0.5,0,0.5,Bacteroidota,79.04,MAG
BGEO_SAMN07136634_METAG_HEGNOHNH,0,0,1,0,1,1,Gamma-SAR86,75.9,MAG
BGEO_SAMN07136897_METAG_DINILHNO,0,0,0,0,0,0,Cyano-Pro,82.58,MAG
BATS_SAMN07137112_METAG_BOBCDACC,0,0,0,0,0,0,Bacteroidota,78.14,MAG
BGEO_SAMN07136916_METAG_NGKPEOEL,0,0,0,0,0,0,Bacteroidota,79.04,MAG
BGEO_SAMN07136916_METAG_OAICKNAA,1,0,0,0.5,0,0.5,Bacteroidota,80.26,MAG
BGEO_SAMN07136916_METAG_KOEIDPBP,0,0,0,0,0,0,Actinobacteriota,77.91,MAG
BGEO_SAMN07136957_METAG_PDLAKDGF,0,0,0,0,0,0,Bacteroidota,94.61,MAG
BGEO_SAMN07136957_METAG_CCAMNCIO,0,1,0,0.5,0,0.5,Alpha-Rhodobacter,84.94,MAG
BGEO_SAMN07136957_METAG_NGKMKODO,0,0,1,0,1,1,Alpha-Other,90.82,MAG
BGEO_SAMN07136957_METAG_AAJDHKGO,1,0,0,0.5,0,0.5,Bacteroidota,83.06,MAG
BGEO_SAMN07136957_METAG_GNGAOKJP,0,0,0,0,0,0,Bacteroidota,85.44,MAG
BGEO_SAMN07136957_METAG_GADGCPGB,0,0,0,0,0,0,Bacteroidota,82.76,MAG
BGEO_SAMN07136957_METAG_KHKGDIKC,0,0,0,0,0,0,Actinobacteriota,84.86,MAG
BGEO_SAMN07136718_METAG_FMLMDJCG,0,0,0,0,0,0,Gamma-Alteromonas,85.72,MAG
TARA_SAMEA4396468_METAG_NNIKMLFP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.24,MAG
HOTS_SAMN07137002_METAG_GGMEDOOL,0,0,1,0,1,1,Actinobacteriota,87.54,MAG
TARA_SAMEA4396468_METAG_PADKGEKA,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.5,MAG
HOTS_SAMN07137002_METAG_DPLIJLBL,0,0,0,0,0,0,Gamma-Other,76.45,MAG
TARA_SAMEA4396538_METAG_CBNNGALG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.52,MAG
BGEO_SAMN07136507_METAG_NAJFPCKG,0,0,0,0,0,0,Verrucomicrobiota,97.93,MAG
BGEO_SAMN07136507_METAG_JCDJIDOL,0,0,0,0,0,0,Bacteroidota,92.84,MAG
BGEO_SAMN07136507_METAG_PBEIOKFB,0,0,0,0,0,0,Bacteroidota,82.68,MAG
BATS_SAMN07137120_METAG_JAMJNDDO,0,0,1,0,1,1,Actinobacteriota,87.62,MAG
TARA_SAMEA4398341_METAG_EPLFIIKC,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.49,MAG
TARA_SAMEA4398341_METAG_NKEIBECK,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,78.32,MAG
BGEO_SAMN07136708_METAG_DMKFOBIP,0,1,1,0.5,1,1,Gamma-Other,92.29,MAG
TARA_SAMEA4398341_METAG_CMCNIDFK,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.89,MAG
BGEO_SAMN07136922_METAG_FFIJCCEC,0,0,0,0,0,0,Actinobacteriota,83.29,MAG
TARA_SAMEA4398341_METAG_IGGKCHNE,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.6,MAG
BGEO_SAMN07136936_METAG_GFNHJOBI,0,1,0,0.5,0,0.5,Alpha-Rhodobacter,88.14,MAG
BGEO_SAMN07136936_METAG_OLLABFHH,0,0,0,0,0,0,Alpha-Other,88.71,MAG
BGEO_SAMN07136936_METAG_EKEFJNFD,0,0,0,0,0,0,Cyano-Syn,83.32,MAG
BGEO_SAMN07136936_METAG_IIBBCLEO,0,0,0,0,0,0,Actinobacteriota,76.28,MAG
BGEO_SAMN07136947_METAG_BLOBBCKD,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.52,MAG
HOTS_SAMN07137050_METAG_FPJPNJNP,0,0,1,0,1,1,Actinobacteriota,85.14,MAG
HOTS_SAMN07137050_METAG_CAEOCHON,0,0,0,0,0,0,Actinobacteriota,81.29,MAG
BGEO_SAMN07136945_METAG_ECOLAIGH,0,0,0,0,0,0,Actinobacteriota,79.28,MAG
BATS_SAMN07137075_METAG_LAJLEDEO,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.82,MAG
BGEO_SAMN07136771_METAG_GDLFJMDC,0,0,0,0,0,0,Verrucomicrobiota,88.98,MAG
BATS_SAMN07137067_METAG_PDCABCCM,0,0,0,0,0,0,Alpha-Pelagibacter,76.26,MAG
BGEO_SAMN07136706_METAG_KAHHFHJB,0,0,0,0,0,0,Actinobacteriota,75.22,MAG
BGEO_SAMN07136777_METAG_EEEDAJLN,0,0,0,0,0,0,Alpha-Other,75.83,MAG
BGEO_SAMN07136693_METAG_NGOCLJOE,0,0,0,0,0,0,Cyano-Pro,75.94,MAG
BATS_SAMN07137104_METAG_ELCLCELN,0,0,0,0,0,0,Marinisomatota,80.4,MAG
BATS_SAMN07137104_METAG_GICGIOHH,0,0,0,0,0,0,Actinobacteriota,76.84,MAG
BGEO_SAMN07136494_METAG_PHCODDJM,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.74,MAG
BGEO_SAMN07136494_METAG_MLNFGMAP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.72,MAG
BGEO_SAMN07136955_METAG_OICDIGCH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,80.93,MAG
BGEO_SAMN07136763_METAG_LFBKLGHB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.41,MAG
BGEO_SAMN07136678_METAG_MDEJHEOL,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,87.36,MAG
BGEO_SAMN07136818_METAG_LPMECLBA,0,0,0,0,0,0,Cyano-Pro,84.67,MAG
HOTS_SAMN07137004_METAG_OPPMCFIJ,0,0,0,0,0,0,Gamma-Other,87.18,MAG
HOTS_SAMN07137004_METAG_BOOEHFPC,1,1,0,1,0,1,Alpha-Rhodobacter,80.12,MAG
BGEO_SAMN07136944_METAG_BLLLHNAP,0,0,0,0,0,0,Actinobacteriota,82.08,MAG
BGEO_SAMN07136635_METAG_JDGKMBIC,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.28,MAG
BGEO_SAMN07136509_METAG_DMLBHAMI,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.33,MAG
BGEO_SAMN07136956_METAG_IPIAGCMC,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.4,MAG
BATS_SAMN07137090_METAG_OEMAMEFP,0,0,0,0,0,0,Actinobacteriota,75.9,MAG
BATS_SAMN07137121_METAG_NGCFNBHO,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.95,MAG
BATS_SAMN07137074_METAG_HDEINNNP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.26,MAG
BGEO_SAMN07136686_METAG_EFNDIPCC,0,0,0,0,0,0,Actinobacteriota,78.7,MAG
HOTS_SAMN08390922_METAG_KJAFMFNP,0,0,0,0,0,0,Bacteroidota,76.44,MAG
BGEO_SAMN07136785_METAG_JCEGBONH,0,0,0,0,0,0,Dadabacteria,85.11,MAG
BGEO_SAMN07136785_METAG_IKCIIJNM,0,0,0,0,0,0,Actinobacteriota,75.5,MAG
BGEO_SAMN07136492_METAG_AHHHHOOF,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.88,MAG
BGEO_SAMN07136949_METAG_CDEOFCDH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.13,MAG
BATS_SAMN08390924_METAG_CNHABEGL,0,0,0,0,0,0,Gamma-Other,82.89,MAG
BATS_SAMN08390924_METAG_JMMHNNAF,0,0,0,0,0,0,Gamma-SAR86,76.12,MAG
BGEO_SAMN07136484_METAG_LCIOLPPA,0,0,0,0,0,0,Bacteroidota,88.78,MAG
BGEO_SAMN07136484_METAG_DNEMNACO,1,1,0,1,0,1,Alpha-Rhodobacter-LowGC,88.28,MAG
BGEO_SAMN07136484_METAG_PJJOICPB,1,1,0,1,0,1,Alpha-Rhodobacter,84.63,MAG
BGEO_SAMN07136701_METAG_CIDLMKCD,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.18,MAG
HOTS_SAMN07137038_METAG_HCPJGLND,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.37,MAG
BATS_SAMN07137096_METAG_GCLCDGIG,0,0,0,0,0,0,Gamma-Other,81.81,MAG
BGEO_SAMN07136630_METAG_OMPNBAOI,0,0,0,0,0,0,Alpha-Other,83.86,MAG
BGEO_SAMN07136516_METAG_PJPKLPPG,0,0,0,0,0,0,Chloroflexota,89.85,MAG
BGEO_SAMN07136959_METAG_ICJDJPGB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.62,MAG
BGEO_SAMN07136516_METAG_MCMFLDKK,0,0,0,0,0,0,Actinobacteriota,81.58,MAG
BATS_SAMN07137117_METAG_ABECOBJA,0,0,0,0,0,0,Marinisomatota,91.74,MAG
BGEO_SAMN07136920_METAG_NIHJOHJM,0,0,0,0,0,0,Archaea-Other,85.81,MAG
BGEO_SAMN07136679_METAG_BINGAJBG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.7,MAG
BGEO_SAMN07136497_METAG_EOMHGFFA,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.48,MAG
HOTS_SAMN07137003_METAG_DONJFEFM,0,0,0,0,0,0,Chloroflexota,93.18,MAG
BGEO_SAMN07136487_METAG_KHBKCNPM,0,0,0,0,0,0,Archaea-Other,92.1,MAG
BGEO_SAMN07136950_METAG_PIEAAJPH,0,0,0,0,0,0,Bacteroidota,76.4,MAG
BGEO_SAMN07136487_METAG_BMJOJFFK,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.34,MAG
BGEO_SAMN07136759_METAG_PLLLLMBL,0,0,0,0,0,0,Cyano-Pro,75.62,MAG
BGEO_SAMN07136957_METAG_MCIBDPKB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.4,MAG
BGEO_SAMN07136952_METAG_MJGEKNON,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,87.17,MAG
BGEO_SAMN07136946_METAG_HODDADCC,0,0,0,0,0,0,Bacteroidota,76.47,MAG
BGEO_SAMN07136946_METAG_NHKCNKDC,0,0,0,0,0,0,Actinobacteriota,75.62,MAG
BGEO_SAMN07136952_METAG_ONDAAJFB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,81.92,MAG
HOTS_SAMN07137023_METAG_MBPKEBHE,0,0,0,0,0,0,Alpha-Other,77.85,MAG
BGEO_SAMN07136819_METAG_MKBCGMFB,0,0,0,0,0,0,Cyano-Pro,77.41,MAG
BGEO_SAMN07136590_METAG_CPBDMDIH,0,0,1,0,1,1,Actinobacteriota,91.7,MAG
BGEO_SAMN07136945_METAG_IOLDFJDM,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.88,MAG
BGEO_SAMN07136953_METAG_BPDGEBEO,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,85.56,MAG
BATS_SAMN07137071_METAG_BHOICPJG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.87,MAG
BGEO_SAMN07136484_METAG_CGMEBLGP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,80.93,MAG
BGEO_SAMN07136572_METAG_HKNKFBHC,0,0,0,0,0,0,Chloroflexota,91.96,MAG
BGEO_SAMN07136572_METAG_EHDKLMEI,0,0,0,0,0,0,Chloroflexota,87.03,MAG
BGEO_SAMN07136601_METAG_FIHDONLE,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.92,MAG
BATS_SAMN07137096_METAG_ELCMKIIM,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,77.26,MAG
BGEO_SAMN07136950_METAG_MELJMGIJ,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,81.38,MAG
BGEO_SAMN07136485_METAG_LHEAOIFF,0,0,0,0,0,0,Bacteroidota,75.29,MAG
BGEO_SAMN07136583_METAG_KDMAPKLI,0,0,0,0,0,0,Alpha-Other,81.12,MAG
BGEO_SAMN07136583_METAG_BFJHGDCH,0,0,0,0,0,0,Bacteroidota,80.72,MAG
BGEO_SAMN07136950_METAG_FNAHPCLO,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,78.06,MAG
BGEO_SAMN07136644_METAG_GFNHGENK,0,0,0,0,0,0,Alpha-Pelagibacter,80.41,MAG
BGEO_SAMN07136581_METAG_FOFJEIIN,0,1,1,0.5,1,1,Gamma-Other,95.86,MAG
BGEO_SAMN07136946_METAG_GAFAFJOK,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.6,MAG
BATS_SAMN07137109_METAG_NJKCJKMO,0,0,0,0,0,0,Alpha-Pelagibacter,77.22,MAG
BGEO_SAMN07136645_METAG_OGCBMEIL,0,1,0,0.5,0,0.5,Alpha-Pelagibacter,76.62,MAG
BGEO_SAMN07136789_METAG_EHINEDPK,0,0,0,0,0,0,Cyano-Pro,88.7,MAG
BGEO_SAMN07136960_METAG_LBBOBMBE,0,0,0,0,0,0,Bacteroidota,93.31,MAG
BGEO_SAMN07136960_METAG_CGHGOFCP,0,0,0,0,0,0,Alpha-Rhodobacter,81.65,MAG
BGEO_SAMN07136960_METAG_PHPICKEF,0,0,0,0,0,0,Bacteroidota,86.9,MAG
BGEO_SAMN07136960_METAG_IGIFKBFM,0,0,1,0,1,1,Alpha-Other,85.35,MAG
BGEO_SAMN07136485_METAG_GKIEIKFB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.73,MAG
BGEO_SAMN07136948_METAG_KKHJMHEB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,80.18,MAG
BGEO_SAMN07136648_METAG_FADCONAK,0,1,0,0.5,0,0.5,Alpha-Rhodobacter,85.84,MAG
BGEO_SAMN07136648_METAG_OEGLCBEA,0,0,0,0,0,0,Alpha-Other,77.81,MAG
BGEO_SAMN07136960_METAG_KLKLOBJG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.82,MAG
HOTS_SAMN07137033_METAG_FAEOIJDL,0,0,0,0,0,0,Chloroflexota,93.22,MAG
BGEO_SAMN07136724_METAG_AGINICHE,0,0,0,0,0,0,Actinobacteriota,77.64,MAG
BGEO_SAMN07136496_METAG_FNIIHAMH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.14,MAG
BATS_SAMN07137122_METAG_POMIHLNN,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,75.14,MAG
BGEO_SAMN07136958_METAG_KCECFKAD,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,82.44,MAG
BGEO_SAMN07136764_METAG_PIKEFCKE,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,79.65,MAG
BGEO_SAMN07136496_METAG_AOHMHFOD,1,1,0,1,0,1,Alpha-Rhodobacter,88.43,MAG
BGEO_SAMN07136496_METAG_CNMHNMCO,0,0,0,0,0,0,Gamma-SAR86,75.3,MAG
BGEO_SAMN07136496_METAG_ONMGIHGA,0,0,1,0,1,1,Alpha-Other,75.36,MAG
BGEO_SAMN07136622_METAG_AOIIDFIP,0,0,0,0,0,0,Alpha-Puniceispirilla,89.84,MAG
BGEO_SAMN07136921_METAG_CHOPGOHK,0,0,0,0,0,0,Bacteroidota,89.78,MAG
BGEO_SAMN07136921_METAG_MOCFNIBC,0,0,0,0,0,0,Actinobacteriota,83.29,MAG
BGEO_SAMN07136691_METAG_JKICOAKF,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,86.04,MAG
BATS_SAMN07137122_METAG_KCFJMBNL,0,0,0,0,0,0,Chloroflexota,82.86,MAG
BATS_SAMN07137122_METAG_KAOMBHAN,0,0,0,0,0,0,Bacteroidota,80.88,MAG
BATS_SAMN07137122_METAG_NKCHPOFA,0,0,0,0,0,0,Gamma-Other,78.78,MAG
BGEO_SAMN07136495_METAG_PHNNELEB,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,86.34,MAG
BGEO_SAMN07136504_METAG_IGPBDNOC,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.6,MAG
BGEO_SAMN07136958_METAG_POGHLIOL,0,0,0,0,0,0,Bacteroidota,90.9,MAG
BGEO_SAMN07136958_METAG_EIHLJDEC,0,0,0,0,0,0,Alpha-Rhodobacter,87.32,MAG
BGEO_SAMN07136958_METAG_ONFKAAMD,1,1,1,1,1,1,Alpha-Rhodobacter-LowGC,85.67,MAG
BGEO_SAMN07136958_METAG_GOFGGMEE,0,0,0,0,0,0,Bacteroidota,88.65,MAG
BGEO_SAMN07136958_METAG_COCJPMGK,0,0,1,0,1,1,Alpha-Other,82.91,MAG
BGEO_SAMN07136958_METAG_IFDACANO,0,0,0,0,0,0,Actinobacteriota,81.06,MAG
BGEO_SAMN07136688_METAG_OJFBBEOC,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,77.2,MAG
BGEO_SAMN07136486_METAG_FDFLGMFI,0,0,0,0,0,0,Alpha-Other,78.44,MAG
BGEO_SAMN07136486_METAG_PGOLJKFJ,0,0,1,0,1,1,Gamma-SAR86,77.76,MAG
BGEO_SAMN07136508_METAG_IIGDKJKF,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,80.68,MAG
BGEO_SAMN07136919_METAG_DFCLLACK,0,0,0,0,0,0,Archaea-Other,85.1,MAG
BGEO_SAMN07136681_METAG_KCLMLEAJ,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.76,MAG
BGEO_SAMN07136600_METAG_GNCGLELK,0,0,0,0,0,0,Archaea-Other,75.84,MAG
BGEO_SAMN07136575_METAG_LLKPKBFO,0,0,1,0,1,1,Actinobacteriota,81.56,MAG
BGEO_SAMN07136489_METAG_JBPKBAMA,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.88,MAG
BGEO_SAMN07136674_METAG_HAMLKJIF,0,1,0,0.5,0,0.5,Gamma-Other,91.97,MAG
BGEO_SAMN07136682_METAG_PPBBMFML,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.74,MAG
BGEO_SAMN07136501_METAG_MJPLLFLH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,77.96,MAG
BGEO_SAMN07136637_METAG_BCEFFIAH,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,75.04,MAG
BGEO_SAMN07136680_METAG_PGJCMBPP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,76.72,MAG
BGEO_SAMN07136608_METAG_EBFPMNCO,0,0,0,0,0,0,Actinobacteriota,76.36,MAG
BGEO_SAMN07136495_METAG_HAOJEANB,0,0,0,0,0,0,Bacteroidota,94.98,MAG
BGEO_SAMN07136495_METAG_IMHMJFIJ,1,1,0,1,0,1,Alpha-Rhodobacter,87.62,MAG
BGEO_SAMN07136495_METAG_KACDKIOA,0,0,0,0,0,0,Gamma-SAR92,84.18,MAG
BGEO_SAMN07136493_METAG_PHMGHAPM,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.9,MAG
BGEO_SAMN07136493_METAG_PKMGCOPL,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.62,MAG
BGEO_SAMN07136491_METAG_MGHDMLPD,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.52,MAG
BGEO_SAMN07136629_METAG_PBBMFHKO,0,0,0,0,0,0,Alpha-Pelagibacter,80.43,MAG
BATS_SAMN07137115_METAG_LJPOJJIE,0,0,0,0,0,0,Bacteroidota,79.24,MAG
BGEO_SAMN07136569_METAG_BBBGCCOF,0,0,0,0,0,0,Alpha-Pelagibacter,80.19,MAG
BGEO_SAMN07136569_METAG_MNKLBOMP,0,0,0,0,0,0,Alpha-Other,75.5,MAG
BATS_SAMN07137073_METAG_JMILPFGP,0,0,0,0,0,0,Bacteroidota,77.43,MAG
BGEO_SAMN07136528_METAG_CBKCJBEG,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.06,MAG
BGEO_SAMN07136636_METAG_JMNIAJKO,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.46,MAG
BGEO_SAMN07136633_METAG_MEBLICNP,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.99,MAG
BGEO_SAMN07136649_METAG_HDNKCCHB,0,0,0,0,0,0,Cyano-Pro,87.94,MAG
BGEO_SAMN07136709_METAG_CNJCNMFE,0,1,0,0.5,0,0.5,Gamma-Other,94.74,MAG
BGEO_SAMN07136954_METAG_KHJBNKGC,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.2,MAG
BGEO_SAMN07136722_METAG_KMILCIDJ,0,0,0,0,0,0,Cyano-Pro,77,MAG
BATS_SAMN07137116_METAG_HKMJJCKM,0,0,1,0,1,1,Actinobacteriota,91.28,MAG
BATS_SAMN07137116_METAG_NBKFCJPH,0,0,1,0,1,1,Actinobacteriota,83.5,MAG
BATS_SAMN07137116_METAG_IJCFOOKB,0,0,0,0,0,0,Cyano-Pro,79.97,MAG
BATS_SAMN07137116_METAG_BNMCMBDJ,0,0,0,0,0,0,Alpha-Other,75.92,MAG
BATS_SAMN07137116_METAG_BIHBEDND,0,0,0,0,0,0,Actinobacteriota,76.28,MAG
BGEO_SAMN07136541_METAG_OEBANKEJ,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.54,MAG
BGEO_SAMN07136502_METAG_OJHKHPDO,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,75.08,MAG
BGEO_SAMN07136919_METAG_ECBGLIAJ,0,0,0,0,0,0,Actinobacteriota,76.48,MAG
BGEO_SAMN07136962_METAG_AILLPGMD,0,0,0,0,0,0,Actinobacteriota,84.01,MAG
TARA_SAMN05326650_METAG_MED00053,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,84.08,MAG
TARA_SAMN05326650_METAG_MED00060,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,81.78,MAG
BGEO_SAMN07136681_METAG_DEHOPPMA,0,0,0,0,0,0,Bacteroidota,96.15,MAG
BGEO_SAMN07136681_METAG_IEGHCJCC,0,0,1,0,1,1,Gamma-SAR92,87.36,MAG
BGEO_SAMN07136681_METAG_LOCPNJEH,1,1,0,1,0,1,Alpha-Rhodobacter-LowGC,89.93,MAG
BGEO_SAMN07136681_METAG_PGBICIFE,0,0,0,0,0,0,Verrucomicrobiota,87.56,MAG
BGEO_SAMN07136681_METAG_CCFDMHKL,1,1,0,1,0,1,Alpha-Rhodobacter,81.64,MAG
BGEO_SAMN07136489_METAG_DMKJANMI,0,0,0,0,0,0,Bacteroidota,88.06,MAG
BGEO_SAMN07136555_METAG_MFFEDPOA,0,0,1,0,1,1,Actinobacteriota,92.56,MAG
TARA_SAMN05326648_METAG_IOS00022,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,83.24,MAG
BGEO_SAMN07136877_METAG_AOBJIANC,0,0,0,0,0,0,Cyano-Pro,81.72,MAG
BGEO_SAMN07136877_METAG_FMAGPPPA,0,0,0,0,0,0,Cyano-Pro,76.31,MAG
TARA_SAMN05326651_METAG_RED00049,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,80.49,MAG
TARA_SAMN05326651_METAG_RED00055,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,81.16,MAG
BATS_SAMN07137093_METAG_CAPMPJHD,0,0,0,0,0,0,Actinobacteriota,76.85,MAG
TARA_SAMN05326651_METAG_RED00062,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,78.16,MAG
TARA_SAMN05326640_METAG_ANE00019,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,85.78,MAG
TARA_SAMN05326640_METAG_ANE00030,0,0,0,0,0,0,Archaea-Poseidoniia MGIIa,82.18,MAG
BGEO_SAMN07136682_METAG_PLKMPNLO,0,0,0,0,0,0,Bacteria-Other,77.83,MAG
BATS_SAMN07137088_METAG_LCMCGCNF,0,0,0,0,0,0,Alpha-Other,83.34,MAG
BATS_SAMN07137088_METAG_FCCPHKBE,0,0,0,0,0,0,Gamma-SAR86,79.92,MAG
BGEO_SAMN07136711_METAG_NHALNJBN,0,0,0,0,0,0,Gamma-Alteromonas,97.99,MAG
BGEO_SAMN07136711_METAG_EOPKMDLC,0,0,0,0,0,0,Gamma-Alteromonas,79.93,MAG
BGEO_SAMN07136711_METAG_HLHJIJHL,0,1,1,0.5,1,1,Gamma-Other,95.86,MAG
HOTS_SAMN07137020_METAG_LCMKKIAG,0,0,0,0,0,0,Chloroflexota,86.27,MAG
HOTS_SAMN07137020_METAG_GONAEGNE,0,0,0,0,0,0,Bacteroidota,78.09,MAG
HOTS_SAMN07137059_METAG_CPFGIHIJ,0,0,0,0,0,0,Verrucomicrobiota,90.65,MAG
HOTS_SAMN07137059_METAG_JGOGOOLO,0,0,1,0,1,1,Actinobacteriota,87.56,MAG
HOTS_SAMN07137059_METAG_ILNHJBBD,0,0,0,0,0,0,Verrucomicrobiota,80.37,MAG
GORG_SAMEA6079713_SAGS_AG426N16,0,0,0,0,0,0,Archaea-Poseidoniia MGIIb,76.62,SAG
BGEO_SAMN07136557_METAG_CNPOIGMI,1,0,0,0.5,0,0.5,Alpha-Rhodobacter,86.78,MAG
BGEO_SAMN07136557_METAG_MAHLLFBB,0,0,1,0,1,1,Actinobacteriota,79.26,MAG
BGEO_SAMN07136503_METAG_KKDACFJC,0,0,0,0,0,0,Bacteroidota,82.14,MAG
BATS_SAMN07137077_METAG_EGGHALDA,0,0,0,0,0,0,Chloroflexota,84.45,MAG
BGEO_SAMN07136637_METAG_HEKJDKOL,0,0,0,0,0,0,Marinisomatota,93.18,MAG
BGEO_SAMN07136637_METAG_DFMFBHGA,0,0,0,0,0,0,Actinobacteriota,84.5,MAG
BGEO_SAMN07136637_METAG_LAMKJKFB,1,0,0,0.5,0,0.5,Bacteroidota,78.64,MAG
BGEO_SAMN07136637_METAG_OKEIAKBA,0,0,0,0,0,0,Actinobacteriota,82.36,MAG
BGEO_SAMN07136637_METAG_DDPBIMAH,0,0,0,0,0,0,Gamma-Other,79.35,MAG
BGEO_SAMN07136625_METAG_PHJFNIAI,0,0,0,0,0,0,Actinobacteriota,77.92,MAG
BGEO_SAMN07136918_METAG_CDFMJJGE,0,0,0,0,0,0,Actinobacteriota,76.28,MAG
BGEO_SAMN07136680_METAG_ECCKOAAH,0,1,0,0.5,0,0.5,Gamma-Other,95.82,MAG
